,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0680.FCS,759.0,422.0,27.0,26.0,70.0,28.0,1736.0,124.0,455.0,144.0,188.0,796.0,208.0,496.0,954.0,373.0,92.0,4.0,504.0,70.0,178.0,290.0,145.0,50.0,151.0,599.0,112.0,21.0,212.0,17.0,435.0,314.0
1152.FCS,657.0,867.0,53.0,46.0,155.0,28.0,494.0,735.0,131.0,524.0,1014.0,308.0,295.0,38.0,300.0,100.0,259.0,12.0,1595.0,538.0,410.0,93.0,188.0,121.0,190.0,128.0,92.0,20.0,206.0,41.0,316.0,46.0
0144.FCS,1411.0,1648.0,32.0,34.0,252.0,12.0,424.0,359.0,93.0,83.0,339.0,169.0,202.0,58.0,973.0,53.0,210.0,7.0,1628.0,161.0,20.0,92.0,184.0,73.0,118.0,295.0,77.0,33.0,291.0,43.0,525.0,101.0
2320.FCS,1363.0,726.0,40.0,28.0,41.0,25.0,1007.0,132.0,226.0,112.0,130.0,564.0,158.0,223.0,1571.0,179.0,132.0,1.0,846.0,77.0,160.0,245.0,24.0,8.0,130.0,409.0,51.0,10.0,298.0,3.0,758.0,323.0
0664.FCS,137.0,118.0,47.0,36.0,177.0,32.0,85.0,498.0,203.0,295.0,86.0,153.0,931.0,147.0,120.0,698.0,1084.0,11.0,66.0,30.0,102.0,1674.0,639.0,244.0,109.0,345.0,1337.0,30.0,237.0,46.0,111.0,172.0
1808.FCS,90.0,185.0,116.0,72.0,114.0,139.0,33.0,1071.0,366.0,376.0,430.0,50.0,508.0,241.0,23.0,369.0,1947.0,16.0,44.0,84.0,527.0,378.0,486.0,266.0,345.0,334.0,1000.0,24.0,133.0,128.0,14.0,91.0
1560.FCS,1069.0,197.0,94.0,45.0,169.0,79.0,287.0,1320.0,151.0,144.0,1540.0,417.0,280.0,120.0,75.0,358.0,638.0,2.0,840.0,274.0,312.0,173.0,116.0,29.0,229.0,175.0,240.0,17.0,156.0,23.0,364.0,67.0
0080.FCS,1201.0,366.0,24.0,57.0,206.0,21.0,660.0,780.0,287.0,42.0,2306.0,378.0,115.0,114.0,61.0,374.0,480.0,0.0,671.0,334.0,36.0,47.0,61.0,18.0,418.0,372.0,97.0,11.0,179.0,7.0,245.0,32.0
1976.FCS,366.0,309.0,33.0,23.0,19.0,59.0,1541.0,167.0,324.0,60.0,184.0,1115.0,279.0,345.0,1585.0,333.0,94.0,0.0,660.0,96.0,204.0,387.0,66.0,33.0,78.0,332.0,59.0,12.0,277.0,12.0,632.0,316.0
1432.FCS,440.0,98.0,71.0,28.0,120.0,99.0,213.0,640.0,127.0,290.0,351.0,1150.0,476.0,185.0,141.0,1173.0,499.0,9.0,215.0,38.0,492.0,1029.0,194.0,56.0,88.0,376.0,376.0,17.0,197.0,31.0,518.0,263.0
0400.FCS,735.0,180.0,17.0,28.0,161.0,11.0,132.0,1911.0,241.0,142.0,1163.0,515.0,454.0,68.0,59.0,419.0,807.0,1.0,562.0,125.0,25.0,292.0,137.0,33.0,319.0,291.0,312.0,37.0,318.0,13.0,388.0,104.0
2792.FCS,263.0,305.0,13.0,46.0,73.0,95.0,196.0,1104.0,189.0,42.0,868.0,151.0,495.0,84.0,51.0,801.0,1958.0,17.0,232.0,165.0,155.0,587.0,215.0,73.0,411.0,334.0,782.0,20.0,165.0,32.0,56.0,22.0
0032.FCS,599.0,444.0,50.0,38.0,37.0,16.0,1243.0,94.0,438.0,227.0,113.0,741.0,220.0,359.0,1641.0,231.0,73.0,7.0,627.0,89.0,101.0,329.0,56.0,33.0,140.0,503.0,105.0,40.0,364.0,28.0,581.0,433.0
0368.FCS,872.0,193.0,15.0,46.0,54.0,19.0,840.0,120.0,347.0,14.0,157.0,1243.0,156.0,489.0,869.0,446.0,42.0,3.0,422.0,63.0,15.0,175.0,117.0,32.0,237.0,780.0,49.0,31.0,393.0,2.0,1130.0,629.0
0336.FCS,248.0,53.0,33.0,23.0,72.0,39.0,537.0,611.0,240.0,83.0,539.0,1710.0,236.0,170.0,112.0,2203.0,388.0,1.0,187.0,51.0,131.0,960.0,86.0,28.0,103.0,281.0,142.0,10.0,160.0,2.0,376.0,185.0
2296.FCS,833.0,799.0,53.0,52.0,228.0,74.0,477.0,591.0,417.0,138.0,1273.0,127.0,310.0,152.0,60.0,220.0,992.0,10.0,465.0,344.0,247.0,120.0,312.0,139.0,573.0,286.0,428.0,33.0,102.0,29.0,91.0,25.0
0816.FCS,407.0,132.0,277.0,78.0,158.0,104.0,164.0,359.0,311.0,233.0,136.0,787.0,924.0,200.0,307.0,585.0,215.0,22.0,192.0,38.0,485.0,854.0,338.0,185.0,103.0,272.0,221.0,60.0,264.0,88.0,1085.0,416.0
1872.FCS,684.0,90.0,71.0,12.0,85.0,29.0,974.0,458.0,84.0,34.0,521.0,2086.0,320.0,93.0,383.0,954.0,220.0,3.0,513.0,75.0,243.0,588.0,75.0,15.0,35.0,193.0,163.0,17.0,144.0,4.0,694.0,140.0
1592.FCS,603.0,129.0,51.0,74.0,110.0,39.0,1096.0,90.0,437.0,128.0,114.0,937.0,220.0,923.0,608.0,534.0,139.0,4.0,173.0,11.0,217.0,409.0,131.0,80.0,56.0,1204.0,140.0,28.0,238.0,31.0,361.0,685.0
1184.FCS,155.0,218.0,165.0,59.0,174.0,48.0,89.0,487.0,511.0,74.0,317.0,23.0,273.0,685.0,30.0,448.0,2344.0,10.0,44.0,53.0,56.0,298.0,410.0,103.0,371.0,553.0,1747.0,60.0,65.0,40.0,16.0,74.0
0784.FCS,837.0,2675.0,36.0,97.0,83.0,53.0,729.0,183.0,582.0,273.0,594.0,49.0,79.0,371.0,257.0,62.0,364.0,4.0,538.0,453.0,190.0,34.0,43.0,25.0,431.0,565.0,69.0,21.0,154.0,14.0,92.0,43.0
0888.FCS,1136.0,604.0,16.0,26.0,77.0,11.0,1547.0,73.0,266.0,35.0,251.0,713.0,174.0,203.0,1651.0,127.0,60.0,8.0,1048.0,90.0,15.0,125.0,76.0,24.0,71.0,278.0,48.0,16.0,194.0,11.0,800.0,226.0
0424.FCS,128.0,31.0,74.0,87.0,560.0,15.0,77.0,137.0,130.0,221.0,16.0,284.0,1675.0,49.0,380.0,378.0,248.0,2.0,31.0,3.0,186.0,1776.0,1278.0,137.0,35.0,54.0,1013.0,22.0,59.0,23.0,754.0,137.0
1992.FCS,1300.0,1246.0,125.0,50.0,782.0,52.0,415.0,408.0,278.0,309.0,412.0,84.0,308.0,143.0,433.0,46.0,552.0,21.0,772.0,147.0,32.0,79.0,446.0,180.0,92.0,320.0,304.0,62.0,149.0,56.0,309.0,88.0
0696.FCS,141.0,70.0,37.0,29.0,30.0,13.0,92.0,953.0,336.0,37.0,376.0,973.0,787.0,264.0,72.0,1267.0,579.0,8.0,129.0,51.0,75.0,1284.0,161.0,57.0,207.0,398.0,249.0,22.0,330.0,21.0,591.0,361.0
1024.FCS,29.0,59.0,41.0,65.0,39.0,44.0,84.0,379.0,391.0,70.0,40.0,61.0,991.0,309.0,61.0,791.0,1116.0,17.0,25.0,20.0,114.0,1819.0,453.0,102.0,112.0,362.0,1874.0,28.0,176.0,59.0,42.0,227.0
2584.FCS,455.0,171.0,59.0,13.0,391.0,31.0,75.0,678.0,258.0,57.0,867.0,47.0,267.0,174.0,16.0,566.0,2887.0,11.0,51.0,43.0,25.0,235.0,330.0,93.0,463.0,507.0,1080.0,20.0,65.0,28.0,23.0,14.0
0312.FCS,576.0,434.0,16.0,21.0,64.0,8.0,413.0,1262.0,303.0,141.0,1434.0,408.0,329.0,69.0,92.0,292.0,562.0,2.0,879.0,316.0,11.0,189.0,89.0,22.0,579.0,420.0,280.0,35.0,391.0,3.0,286.0,74.0
2576.FCS,138.0,64.0,58.0,6.0,221.0,16.0,42.0,2034.0,227.0,34.0,445.0,347.0,1001.0,66.0,52.0,406.0,1195.0,21.0,169.0,54.0,32.0,668.0,749.0,237.0,187.0,146.0,688.0,30.0,259.0,74.0,219.0,115.0
0056.FCS,640.0,232.0,97.0,86.0,524.0,37.0,895.0,123.0,739.0,44.0,104.0,474.0,344.0,788.0,701.0,286.0,183.0,17.0,263.0,73.0,40.0,330.0,265.0,139.0,282.0,805.0,95.0,46.0,310.0,54.0,462.0,522.0
0264.FCS,1026.0,661.0,31.0,7.0,520.0,13.0,314.0,1264.0,124.0,29.0,917.0,187.0,462.0,91.0,255.0,144.0,956.0,8.0,869.0,193.0,16.0,162.0,271.0,150.0,164.0,188.0,341.0,11.0,179.0,42.0,322.0,83.0
0296.FCS,2100.0,264.0,23.0,21.0,771.0,12.0,239.0,979.0,56.0,14.0,1077.0,218.0,265.0,57.0,150.0,151.0,814.0,3.0,737.0,121.0,22.0,72.0,592.0,255.0,47.0,89.0,277.0,11.0,50.0,56.0,412.0,45.0
0392.FCS,282.0,740.0,86.0,13.0,152.0,27.0,628.0,419.0,55.0,58.0,428.0,471.0,626.0,12.0,642.0,152.0,107.0,26.0,1407.0,872.0,26.0,194.0,229.0,142.0,225.0,295.0,94.0,7.0,757.0,76.0,671.0,81.0
0464.FCS,25.0,1117.0,9.0,29.0,5.0,4.0,326.0,10.0,234.0,18.0,50.0,22.0,1.0,709.0,414.0,7.0,6.0,0.0,259.0,349.0,10.0,1.0,1.0,1.0,989.0,3114.0,0.0,1.0,1368.0,1.0,43.0,877.0
0480.FCS,87.0,302.0,48.0,7.0,74.0,10.0,172.0,136.0,1120.0,21.0,54.0,156.0,175.0,986.0,274.0,229.0,145.0,0.0,64.0,140.0,5.0,314.0,130.0,56.0,1004.0,1793.0,116.0,19.0,1186.0,9.0,126.0,1042.0
0704.FCS,92.0,361.0,97.0,75.0,107.0,41.0,453.0,148.0,218.0,78.0,73.0,218.0,336.0,440.0,444.0,441.0,245.0,4.0,137.0,77.0,125.0,799.0,493.0,54.0,375.0,1774.0,786.0,11.0,805.0,15.0,63.0,615.0
0760.FCS,563.0,172.0,7.0,6.0,258.0,1.0,432.0,292.0,15.0,13.0,110.0,787.0,1239.0,15.0,869.0,171.0,79.0,11.0,478.0,27.0,6.0,441.0,747.0,948.0,4.0,65.0,23.0,21.0,80.0,405.0,1661.0,54.0
0824.FCS,563.0,295.0,100.0,66.0,417.0,101.0,261.0,165.0,878.0,198.0,98.0,65.0,135.0,1193.0,180.0,86.0,543.0,58.0,92.0,19.0,201.0,101.0,396.0,331.0,268.0,1673.0,376.0,24.0,320.0,270.0,94.0,433.0
0928.FCS,1100.0,1324.0,100.0,24.0,302.0,121.0,572.0,484.0,162.0,341.0,774.0,191.0,193.0,99.0,379.0,86.0,425.0,14.0,1160.0,333.0,373.0,87.0,102.0,34.0,184.0,288.0,107.0,31.0,194.0,24.0,322.0,70.0
1072.FCS,253.0,849.0,5.0,8.0,27.0,4.0,248.0,74.0,1146.0,26.0,202.0,24.0,15.0,1183.0,195.0,18.0,48.0,6.0,305.0,137.0,12.0,8.0,23.0,17.0,1397.0,2157.0,19.0,4.0,920.0,7.0,64.0,599.0
1208.FCS,21.0,581.0,29.0,28.0,40.0,15.0,189.0,39.0,553.0,13.0,48.0,54.0,28.0,186.0,370.0,11.0,9.0,3.0,304.0,405.0,9.0,9.0,18.0,16.0,1729.0,1663.0,7.0,9.0,2898.0,13.0,43.0,660.0
1320.FCS,362.0,1418.0,5.0,3.0,13.0,0.0,1223.0,291.0,9.0,2.0,1027.0,553.0,22.0,67.0,788.0,229.0,54.0,2.0,1598.0,732.0,7.0,45.0,13.0,3.0,149.0,476.0,18.0,3.0,514.0,0.0,224.0,150.0
1624.FCS,227.0,772.0,35.0,23.0,39.0,31.0,797.0,131.0,259.0,78.0,133.0,332.0,177.0,357.0,1097.0,131.0,50.0,74.0,665.0,267.0,27.0,96.0,159.0,136.0,285.0,1297.0,28.0,20.0,1039.0,125.0,308.0,805.0
1688.FCS,91.0,324.0,65.0,82.0,26.0,65.0,1189.0,364.0,220.0,33.0,430.0,953.0,415.0,179.0,663.0,568.0,181.0,3.0,614.0,410.0,121.0,655.0,157.0,49.0,183.0,553.0,276.0,19.0,514.0,16.0,244.0,338.0
1816.FCS,56.0,636.0,13.0,0.0,16.0,6.0,1945.0,73.0,454.0,57.0,296.0,363.0,56.0,297.0,1007.0,154.0,27.0,3.0,588.0,1499.0,38.0,50.0,26.0,22.0,434.0,820.0,25.0,1.0,603.0,5.0,67.0,363.0
1888.FCS,176.0,240.0,201.0,415.0,107.0,115.0,390.0,49.0,1788.0,175.0,54.0,203.0,94.0,1313.0,363.0,71.0,35.0,8.0,206.0,76.0,244.0,73.0,47.0,29.0,951.0,936.0,10.0,28.0,613.0,20.0,163.0,807.0
1912.FCS,283.0,98.0,170.0,100.0,136.0,532.0,768.0,549.0,16.0,30.0,508.0,1336.0,470.0,34.0,287.0,1415.0,401.0,2.0,305.0,122.0,130.0,1120.0,158.0,83.0,21.0,127.0,220.0,36.0,69.0,15.0,406.0,53.0
2088.FCS,48.0,417.0,53.0,439.0,45.0,416.0,47.0,3.0,2346.0,289.0,23.0,2.0,3.0,2059.0,39.0,3.0,21.0,8.0,24.0,37.0,215.0,1.0,7.0,13.0,1386.0,1522.0,7.0,20.0,240.0,18.0,7.0,242.0
2096.FCS,322.0,1344.0,123.0,11.0,107.0,18.0,941.0,142.0,13.0,38.0,341.0,406.0,71.0,6.0,1288.0,72.0,43.0,8.0,1771.0,763.0,40.0,54.0,26.0,19.0,143.0,367.0,6.0,6.0,1004.0,7.0,446.0,54.0
2280.FCS,128.0,833.0,97.0,54.0,71.0,51.0,840.0,335.0,528.0,64.0,769.0,129.0,137.0,204.0,203.0,76.0,232.0,8.0,493.0,1218.0,226.0,29.0,282.0,146.0,1101.0,791.0,164.0,22.0,458.0,65.0,81.0,165.0
2696.FCS,509.0,1154.0,3.0,16.0,43.0,11.0,981.0,434.0,297.0,27.0,1285.0,216.0,150.0,278.0,174.0,349.0,455.0,1.0,551.0,409.0,14.0,82.0,147.0,85.0,573.0,922.0,194.0,11.0,318.0,10.0,174.0,127.0
2720.FCS,693.0,543.0,30.0,54.0,107.0,43.0,416.0,217.0,1064.0,117.0,285.0,103.0,133.0,1172.0,200.0,158.0,431.0,11.0,197.0,51.0,45.0,75.0,100.0,24.0,556.0,2152.0,118.0,20.0,366.0,17.0,116.0,386.0
2752.FCS,334.0,756.0,84.0,67.0,174.0,137.0,285.0,925.0,216.0,34.0,574.0,114.0,621.0,89.0,166.0,137.0,764.0,24.0,509.0,345.0,30.0,204.0,601.0,288.0,461.0,602.0,583.0,45.0,490.0,103.0,141.0,97.0
