,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0694.FCS,11.0,2085.0,1168.0,54.0,173.0,99.0,1153.0,215.0,91.0,10.0,503.0,74.0,335.0,1730.0,7.0,106.0,18.0,253.0,102.0,17.0,84.0,126.0,240.0,0.0,1001.0,5.0,26.0,110.0,22.0,6.0,166.0,10.0
0006.FCS,22.0,236.0,271.0,15.0,185.0,35.0,239.0,223.0,144.0,18.0,798.0,68.0,2622.0,1514.0,3.0,181.0,3.0,1055.0,167.0,15.0,48.0,406.0,76.0,0.0,699.0,4.0,15.0,497.0,36.0,2.0,310.0,93.0
2470.FCS,31.0,1091.0,442.0,70.0,160.0,157.0,352.0,310.0,326.0,11.0,1158.0,394.0,1134.0,1532.0,18.0,142.0,3.0,118.0,143.0,16.0,195.0,150.0,959.0,4.0,431.0,7.0,125.0,45.0,24.0,9.0,303.0,140.0
2430.FCS,81.0,1331.0,1586.0,68.0,325.0,315.0,565.0,71.0,65.0,8.0,64.0,39.0,434.0,2622.0,37.0,81.0,20.0,51.0,233.0,24.0,74.0,172.0,138.0,3.0,406.0,27.0,70.0,591.0,11.0,6.0,471.0,11.0
2846.FCS,8.0,560.0,643.0,30.0,78.0,137.0,565.0,77.0,64.0,15.0,202.0,145.0,2022.0,2930.0,12.0,84.0,10.0,408.0,1258.0,12.0,34.0,38.0,55.0,0.0,216.0,3.0,9.0,60.0,5.0,4.0,184.0,132.0
0566.FCS,61.0,1119.0,1171.0,169.0,336.0,265.0,199.0,90.0,45.0,20.0,468.0,149.0,1311.0,2277.0,48.0,205.0,17.0,137.0,127.0,31.0,29.0,86.0,101.0,3.0,556.0,9.0,28.0,138.0,36.0,5.0,672.0,92.0
1542.FCS,52.0,1048.0,660.0,68.0,194.0,167.0,612.0,49.0,184.0,15.0,284.0,54.0,640.0,761.0,31.0,183.0,6.0,57.0,378.0,20.0,269.0,133.0,261.0,1.0,3189.0,27.0,29.0,141.0,9.0,8.0,340.0,130.0
0246.FCS,2.0,137.0,20.0,4.0,235.0,20.0,1017.0,395.0,334.0,47.0,1081.0,130.0,877.0,92.0,1.0,135.0,18.0,1394.0,1340.0,4.0,4.0,597.0,30.0,1.0,47.0,1.0,1.0,1315.0,17.0,10.0,345.0,349.0
0878.FCS,63.0,536.0,958.0,71.0,256.0,123.0,1721.0,57.0,283.0,28.0,206.0,23.0,595.0,1543.0,18.0,272.0,11.0,91.0,179.0,35.0,32.0,204.0,123.0,1.0,941.0,16.0,6.0,148.0,48.0,15.0,1367.0,30.0
1590.FCS,37.0,674.0,426.0,25.0,314.0,165.0,268.0,328.0,98.0,9.0,1061.0,463.0,890.0,1985.0,9.0,176.0,13.0,499.0,427.0,21.0,29.0,669.0,50.0,21.0,399.0,7.0,10.0,209.0,39.0,6.0,464.0,209.0
1254.FCS,32.0,1845.0,296.0,425.0,204.0,395.0,2151.0,32.0,757.0,27.0,73.0,23.0,19.0,194.0,71.0,458.0,23.0,47.0,152.0,583.0,47.0,129.0,227.0,0.0,230.0,12.0,659.0,269.0,453.0,117.0,48.0,2.0
1774.FCS,17.0,525.0,279.0,89.0,220.0,229.0,2212.0,607.0,1021.0,26.0,74.0,223.0,87.0,102.0,3.0,278.0,19.0,856.0,252.0,8.0,57.0,221.0,422.0,1.0,108.0,4.0,7.0,1723.0,83.0,10.0,122.0,115.0
2206.FCS,0.0,2761.0,601.0,85.0,146.0,74.0,3338.0,161.0,166.0,10.0,6.0,0.0,7.0,534.0,13.0,250.0,15.0,96.0,359.0,25.0,0.0,0.0,9.0,0.0,62.0,8.0,523.0,451.0,41.0,10.0,249.0,0.0
2398.FCS,25.0,1548.0,276.0,31.0,192.0,62.0,436.0,323.0,186.0,5.0,968.0,172.0,1062.0,1494.0,3.0,162.0,9.0,921.0,299.0,7.0,20.0,509.0,54.0,6.0,442.0,4.0,5.0,409.0,9.0,4.0,215.0,142.0
1238.FCS,51.0,366.0,946.0,193.0,682.0,295.0,33.0,39.0,58.0,34.0,467.0,303.0,915.0,3167.0,18.0,173.0,8.0,10.0,98.0,9.0,128.0,284.0,749.0,1.0,352.0,3.0,25.0,9.0,60.0,3.0,437.0,84.0
0374.FCS,16.0,861.0,12.0,3.0,124.0,19.0,615.0,169.0,138.0,68.0,1566.0,72.0,1136.0,28.0,2.0,28.0,161.0,2080.0,328.0,11.0,21.0,785.0,65.0,0.0,674.0,3.0,6.0,498.0,5.0,63.0,390.0,53.0
0574.FCS,43.0,1147.0,1707.0,51.0,494.0,236.0,899.0,24.0,138.0,7.0,49.0,15.0,172.0,1567.0,29.0,119.0,8.0,12.0,145.0,25.0,116.0,90.0,97.0,0.0,2229.0,23.0,13.0,170.0,8.0,10.0,343.0,14.0
0614.FCS,10.0,460.0,96.0,8.0,96.0,68.0,304.0,240.0,139.0,40.0,881.0,131.0,4216.0,374.0,2.0,87.0,4.0,495.0,1120.0,7.0,17.0,350.0,21.0,0.0,254.0,21.0,2.0,303.0,11.0,4.0,130.0,109.0
0662.FCS,23.0,1096.0,947.0,75.0,556.0,105.0,3182.0,270.0,374.0,27.0,138.0,128.0,84.0,1253.0,4.0,156.0,13.0,297.0,261.0,5.0,62.0,67.0,36.0,0.0,193.0,9.0,12.0,90.0,13.0,18.0,460.0,46.0
0966.FCS,35.0,957.0,394.0,18.0,426.0,45.0,357.0,48.0,178.0,11.0,680.0,66.0,3079.0,1747.0,12.0,51.0,10.0,88.0,236.0,30.0,126.0,58.0,150.0,0.0,513.0,4.0,82.0,112.0,14.0,10.0,428.0,35.0
1326.FCS,94.0,722.0,720.0,198.0,296.0,314.0,225.0,164.0,151.0,36.0,874.0,253.0,694.0,1541.0,43.0,48.0,47.0,498.0,1328.0,58.0,79.0,103.0,93.0,1.0,215.0,25.0,105.0,475.0,20.0,21.0,521.0,38.0
2702.FCS,43.0,2335.0,865.0,67.0,474.0,168.0,1029.0,79.0,72.0,17.0,273.0,92.0,712.0,1870.0,22.0,105.0,11.0,104.0,96.0,30.0,39.0,38.0,36.0,0.0,855.0,18.0,48.0,49.0,5.0,11.0,403.0,34.0
0854.FCS,18.0,819.0,1004.0,63.0,167.0,76.0,2307.0,434.0,411.0,23.0,156.0,251.0,273.0,1019.0,8.0,213.0,7.0,302.0,223.0,4.0,53.0,99.0,13.0,8.0,1475.0,0.0,2.0,244.0,23.0,4.0,137.0,164.0
0486.FCS,107.0,534.0,1128.0,153.0,700.0,257.0,1027.0,37.0,483.0,3.0,129.0,80.0,493.0,1790.0,76.0,147.0,23.0,119.0,263.0,33.0,118.0,69.0,284.0,37.0,1023.0,6.0,73.0,103.0,36.0,1.0,626.0,42.0
1342.FCS,3.0,1901.0,176.0,7.0,115.0,56.0,1804.0,442.0,237.0,7.0,589.0,156.0,119.0,355.0,2.0,194.0,5.0,901.0,1610.0,11.0,18.0,483.0,63.0,0.0,84.0,5.0,2.0,439.0,23.0,8.0,119.0,66.0
0038.FCS,953.0,203.0,1964.0,275.0,38.0,138.0,778.0,321.0,274.0,18.0,486.0,234.0,169.0,376.0,446.0,138.0,57.0,235.0,54.0,206.0,777.0,255.0,112.0,241.0,743.0,6.0,2.0,161.0,218.0,4.0,22.0,96.0
0054.FCS,25.0,405.0,319.0,53.0,316.0,117.0,936.0,75.0,480.0,703.0,564.0,105.0,991.0,464.0,17.0,311.0,27.0,252.0,60.0,205.0,141.0,443.0,415.0,0.0,993.0,136.0,41.0,280.0,84.0,358.0,546.0,138.0
0070.FCS,282.0,13.0,167.0,199.0,194.0,8.0,26.0,155.0,6.0,1021.0,308.0,44.0,64.0,63.0,820.0,20.0,5355.0,597.0,32.0,32.0,10.0,63.0,9.0,10.0,15.0,37.0,15.0,160.0,56.0,135.0,54.0,30.0
0206.FCS,60.0,206.0,57.0,17.0,89.0,47.0,705.0,638.0,158.0,3078.0,197.0,117.0,113.0,125.0,38.0,165.0,2231.0,557.0,84.0,18.0,3.0,56.0,5.0,4.0,82.0,12.0,1.0,300.0,57.0,233.0,308.0,239.0
0262.FCS,667.0,440.0,1444.0,935.0,82.0,149.0,270.0,43.0,274.0,11.0,163.0,65.0,704.0,564.0,1559.0,175.0,93.0,47.0,39.0,54.0,471.0,86.0,216.0,3.0,1085.0,22.0,6.0,82.0,105.0,7.0,7.0,132.0
0294.FCS,2.0,235.0,2646.0,10.0,516.0,15.0,454.0,23.0,179.0,27.0,49.0,12.0,57.0,992.0,0.0,11.0,39.0,21.0,59.0,101.0,234.0,22.0,169.0,0.0,409.0,31.0,3525.0,119.0,4.0,13.0,26.0,0.0
0390.FCS,426.0,77.0,65.0,965.0,68.0,2269.0,34.0,27.0,225.0,53.0,28.0,312.0,8.0,31.0,458.0,786.0,33.0,2.0,11.0,1019.0,990.0,119.0,493.0,0.0,114.0,17.0,512.0,166.0,284.0,70.0,10.0,328.0
0462.FCS,7.0,26.0,318.0,3.0,82.0,15.0,3.0,28.0,1.0,1.0,127.0,31.0,38.0,185.0,1.0,1.0,4.0,22.0,9.0,13.0,72.0,42.0,125.0,0.0,3.0,7393.0,1382.0,53.0,0.0,0.0,11.0,4.0
0478.FCS,83.0,381.0,25.0,2.0,183.0,138.0,313.0,602.0,223.0,432.0,726.0,143.0,89.0,23.0,183.0,183.0,317.0,819.0,47.0,198.0,48.0,436.0,356.0,3.0,174.0,108.0,6.0,407.0,80.0,1244.0,1990.0,38.0
0534.FCS,1.0,1052.0,118.0,5.0,107.0,79.0,129.0,29.0,86.0,4.0,114.0,186.0,82.0,417.0,0.0,94.0,3.0,20.0,94.0,7.0,162.0,162.0,4297.0,0.0,687.0,0.0,1874.0,111.0,10.0,2.0,15.0,53.0
0702.FCS,55.0,230.0,1032.0,675.0,325.0,75.0,237.0,397.0,144.0,9.0,624.0,211.0,89.0,218.0,1467.0,49.0,623.0,576.0,66.0,38.0,490.0,250.0,156.0,4.0,257.0,111.0,780.0,657.0,19.0,3.0,65.0,68.0
0710.FCS,0.0,709.0,97.0,1090.0,194.0,442.0,257.0,147.0,245.0,4.0,528.0,178.0,258.0,146.0,0.0,165.0,1.0,220.0,84.0,3.0,72.0,354.0,782.0,0.0,556.0,1.0,3190.0,177.0,14.0,7.0,9.0,70.0
0758.FCS,2.0,102.0,167.0,4829.0,33.0,117.0,93.0,43.0,864.0,0.0,10.0,0.0,52.0,13.0,1332.0,119.0,624.0,32.0,42.0,519.0,42.0,0.0,4.0,0.0,147.0,5.0,497.0,32.0,34.0,235.0,10.0,1.0
0806.FCS,250.0,506.0,108.0,12.0,32.0,113.0,143.0,17.0,532.0,5.0,117.0,21.0,41.0,274.0,15.0,232.0,4.0,58.0,74.0,200.0,2853.0,73.0,1973.0,0.0,1451.0,94.0,29.0,459.0,244.0,6.0,53.0,11.0
0822.FCS,260.0,138.0,809.0,219.0,428.0,114.0,215.0,206.0,701.0,97.0,518.0,262.0,225.0,480.0,400.0,153.0,186.0,842.0,57.0,116.0,317.0,170.0,182.0,6.0,431.0,109.0,67.0,282.0,180.0,1392.0,354.0,84.0
0838.FCS,70.0,148.0,347.0,729.0,144.0,618.0,66.0,54.0,296.0,8.0,86.0,210.0,364.0,363.0,2223.0,314.0,119.0,41.0,22.0,147.0,738.0,85.0,970.0,0.0,872.0,42.0,66.0,45.0,134.0,95.0,103.0,481.0
0926.FCS,63.0,1047.0,956.0,112.0,1046.0,306.0,999.0,22.0,181.0,7.0,47.0,10.0,909.0,1686.0,77.0,308.0,19.0,28.0,275.0,68.0,77.0,8.0,105.0,10.0,680.0,28.0,72.0,287.0,93.0,7.0,462.0,5.0
0934.FCS,40.0,435.0,96.0,0.0,58.0,16.0,31.0,63.0,38.0,517.0,1314.0,39.0,1048.0,654.0,1.0,14.0,3.0,100.0,218.0,17.0,63.0,2663.0,1336.0,0.0,372.0,267.0,0.0,457.0,6.0,14.0,101.0,19.0
1070.FCS,230.0,113.0,516.0,475.0,688.0,20.0,21.0,80.0,50.0,8.0,115.0,11.0,101.0,282.0,4422.0,68.0,525.0,78.0,13.0,399.0,209.0,32.0,129.0,0.0,357.0,12.0,24.0,50.0,333.0,472.0,157.0,10.0
1206.FCS,6011.0,23.0,63.0,84.0,43.0,156.0,26.0,3.0,47.0,1181.0,5.0,28.0,28.0,9.0,238.0,114.0,580.0,1.0,2.0,78.0,464.0,23.0,35.0,19.0,76.0,23.0,5.0,30.0,34.0,72.0,3.0,496.0
1318.FCS,1252.0,95.0,45.0,733.0,26.0,117.0,145.0,31.0,307.0,726.0,89.0,23.0,12.0,10.0,476.0,32.0,531.0,19.0,6.0,836.0,21.0,20.0,18.0,0.0,53.0,2.0,52.0,25.0,117.0,4157.0,3.0,21.0
1374.FCS,15.0,105.0,2713.0,736.0,71.0,394.0,40.0,65.0,163.0,22.0,68.0,118.0,128.0,3127.0,2.0,117.0,17.0,52.0,47.0,26.0,423.0,51.0,874.0,0.0,379.0,21.0,80.0,45.0,20.0,3.0,48.0,30.0
1390.FCS,860.0,73.0,285.0,417.0,283.0,86.0,60.0,29.0,194.0,20.0,89.0,21.0,32.0,78.0,1131.0,97.0,136.0,44.0,7.0,3279.0,628.0,58.0,218.0,12.0,197.0,192.0,304.0,373.0,238.0,253.0,261.0,45.0
1622.FCS,169.0,48.0,82.0,334.0,43.0,438.0,9.0,49.0,306.0,15.0,345.0,326.0,145.0,145.0,11.0,380.0,11.0,80.0,23.0,1466.0,1388.0,700.0,1916.0,0.0,528.0,140.0,329.0,31.0,214.0,3.0,54.0,272.0
1638.FCS,556.0,82.0,248.0,159.0,970.0,25.0,21.0,78.0,19.0,50.0,268.0,113.0,108.0,102.0,4387.0,19.0,235.0,77.0,18.0,755.0,212.0,87.0,70.0,54.0,166.0,62.0,16.0,51.0,344.0,61.0,470.0,117.0
1686.FCS,285.0,134.0,307.0,267.0,177.0,98.0,131.0,134.0,216.0,7.0,70.0,74.0,27.0,102.0,42.0,88.0,9.0,19.0,28.0,664.0,2967.0,345.0,1079.0,0.0,162.0,1474.0,621.0,229.0,11.0,8.0,207.0,18.0
1750.FCS,287.0,312.0,15.0,39.0,33.0,197.0,355.0,198.0,134.0,22.0,457.0,587.0,167.0,27.0,936.0,231.0,13.0,370.0,99.0,1592.0,268.0,301.0,304.0,89.0,184.0,489.0,281.0,520.0,804.0,52.0,28.0,609.0
1766.FCS,221.0,170.0,14.0,3.0,45.0,240.0,205.0,510.0,184.0,1350.0,982.0,809.0,177.0,14.0,1.0,335.0,423.0,335.0,171.0,4.0,3.0,521.0,31.0,2.0,49.0,0.0,0.0,322.0,232.0,2035.0,326.0,286.0
1814.FCS,644.0,84.0,99.0,243.0,129.0,25.0,40.0,25.0,99.0,147.0,147.0,70.0,15.0,10.0,1167.0,36.0,315.0,42.0,13.0,4682.0,125.0,122.0,42.0,0.0,26.0,103.0,8.0,313.0,36.0,535.0,604.0,54.0
1886.FCS,579.0,158.0,229.0,39.0,621.0,35.0,220.0,467.0,74.0,883.0,359.0,101.0,459.0,783.0,84.0,50.0,1910.0,425.0,68.0,33.0,53.0,326.0,102.0,7.0,248.0,21.0,9.0,439.0,16.0,195.0,869.0,138.0
1910.FCS,13.0,953.0,465.0,370.0,393.0,121.0,409.0,39.0,147.0,5.0,428.0,75.0,436.0,315.0,338.0,26.0,21.0,68.0,65.0,24.0,316.0,176.0,1693.0,0.0,683.0,8.0,1607.0,348.0,12.0,72.0,304.0,70.0
2086.FCS,893.0,218.0,30.0,5.0,406.0,103.0,128.0,397.0,39.0,27.0,499.0,177.0,250.0,78.0,46.0,127.0,80.0,628.0,317.0,15.0,42.0,700.0,107.0,1914.0,52.0,12.0,1.0,1605.0,71.0,6.0,362.0,665.0
2094.FCS,0.0,748.0,187.0,8.0,27.0,87.0,42.0,11.0,68.0,1.0,58.0,2.0,266.0,298.0,4.0,180.0,1.0,2.0,39.0,6.0,236.0,292.0,4096.0,0.0,382.0,1.0,2840.0,84.0,26.0,0.0,5.0,3.0
2150.FCS,56.0,444.0,110.0,100.0,121.0,5154.0,36.0,112.0,24.0,6.0,256.0,1734.0,143.0,342.0,74.0,142.0,12.0,64.0,12.0,46.0,38.0,123.0,336.0,0.0,149.0,1.0,9.0,215.0,18.0,13.0,55.0,55.0
2278.FCS,30.0,103.0,830.0,8.0,345.0,41.0,311.0,273.0,328.0,392.0,1152.0,137.0,134.0,60.0,3.0,81.0,47.0,915.0,66.0,157.0,169.0,308.0,121.0,1.0,272.0,2758.0,88.0,277.0,33.0,89.0,401.0,70.0
2390.FCS,569.0,41.0,102.0,6.0,282.0,32.0,63.0,128.0,40.0,17.0,132.0,98.0,224.0,166.0,725.0,41.0,70.0,140.0,32.0,32.0,48.0,34.0,18.0,5227.0,103.0,28.0,16.0,36.0,314.0,8.0,396.0,832.0
2510.FCS,1127.0,77.0,264.0,183.0,95.0,59.0,169.0,183.0,668.0,280.0,148.0,50.0,259.0,54.0,2443.0,60.0,372.0,145.0,45.0,438.0,330.0,60.0,61.0,5.0,737.0,61.0,5.0,74.0,598.0,591.0,121.0,238.0
2606.FCS,129.0,174.0,366.0,391.0,549.0,108.0,91.0,554.0,66.0,433.0,513.0,340.0,41.0,173.0,426.0,121.0,303.0,892.0,20.0,220.0,654.0,124.0,249.0,0.0,123.0,1001.0,259.0,473.0,33.0,118.0,987.0,69.0
2694.FCS,139.0,123.0,11.0,13.0,188.0,273.0,399.0,1415.0,51.0,24.0,1335.0,292.0,130.0,28.0,9.0,593.0,28.0,2089.0,51.0,4.0,0.0,493.0,3.0,212.0,26.0,1.0,0.0,723.0,557.0,8.0,111.0,671.0
2718.FCS,534.0,67.0,1015.0,35.0,487.0,119.0,59.0,716.0,25.0,276.0,819.0,267.0,268.0,643.0,98.0,135.0,506.0,1156.0,150.0,76.0,275.0,316.0,451.0,97.0,230.0,83.0,3.0,473.0,95.0,14.0,266.0,246.0
2750.FCS,114.0,101.0,1212.0,1317.0,258.0,778.0,235.0,139.0,510.0,8.0,61.0,149.0,57.0,486.0,954.0,413.0,488.0,152.0,58.0,86.0,295.0,45.0,357.0,0.0,748.0,30.0,88.0,102.0,80.0,19.0,475.0,185.0
2782.FCS,71.0,359.0,21.0,27.0,100.0,484.0,391.0,402.0,450.0,1652.0,147.0,355.0,212.0,73.0,0.0,266.0,1.0,58.0,55.0,11.0,790.0,523.0,2015.0,0.0,599.0,1.0,267.0,96.0,16.0,40.0,6.0,512.0
