,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0362.FCS,2441.0,16.0,56.0,54.0,22.0,2.0,100.0,27.0,882.0,39.0,111.0,224.0,857.0,21.0,1.0,456.0,5.0,9.0,245.0,433.0,2.0,182.0,108.0,170.0,1846.0,2.0,19.0,129.0,107.0,3.0,764.0,667.0
2186.FCS,715.0,493.0,48.0,856.0,38.0,46.0,22.0,399.0,156.0,140.0,63.0,74.0,98.0,48.0,25.0,73.0,22.0,224.0,2494.0,117.0,47.0,664.0,536.0,1549.0,229.0,277.0,20.0,85.0,170.0,4.0,209.0,59.0
2570.FCS,1083.0,212.0,155.0,833.0,565.0,550.0,13.0,224.0,135.0,202.0,32.0,1216.0,213.0,41.0,7.0,70.0,26.0,149.0,123.0,344.0,222.0,259.0,176.0,40.0,422.0,564.0,190.0,162.0,551.0,56.0,52.0,1113.0
0162.FCS,935.0,220.0,61.0,27.0,2460.0,274.0,5.0,932.0,87.0,195.0,3.0,388.0,248.0,2.0,13.0,75.0,2.0,540.0,238.0,82.0,601.0,36.0,42.0,156.0,465.0,1092.0,131.0,106.0,366.0,2.0,88.0,128.0
1338.FCS,534.0,60.0,279.0,75.0,313.0,50.0,91.0,101.0,675.0,161.0,94.0,887.0,718.0,22.0,13.0,60.0,2.0,67.0,132.0,1266.0,159.0,152.0,71.0,83.0,1243.0,49.0,388.0,1431.0,48.0,20.0,409.0,347.0
2546.FCS,1166.0,169.0,64.0,327.0,92.0,188.0,78.0,445.0,80.0,144.0,98.0,191.0,154.0,70.0,135.0,74.0,3.0,204.0,507.0,117.0,63.0,506.0,74.0,121.0,203.0,1089.0,33.0,83.0,2406.0,3.0,151.0,962.0
2298.FCS,1271.0,74.0,54.0,36.0,220.0,235.0,12.0,1924.0,273.0,120.0,15.0,164.0,428.0,16.0,12.0,54.0,26.0,265.0,327.0,185.0,159.0,279.0,341.0,836.0,1001.0,1061.0,20.0,32.0,51.0,3.0,267.0,239.0
0570.FCS,496.0,242.0,109.0,115.0,744.0,766.0,31.0,381.0,270.0,122.0,57.0,1303.0,29.0,9.0,49.0,77.0,3.0,485.0,138.0,551.0,252.0,115.0,62.0,71.0,357.0,1505.0,252.0,295.0,257.0,16.0,91.0,750.0
0018.FCS,897.0,22.0,78.0,69.0,379.0,424.0,12.0,2197.0,277.0,125.0,40.0,335.0,223.0,9.0,132.0,75.0,3.0,332.0,157.0,502.0,524.0,46.0,378.0,187.0,716.0,968.0,57.0,102.0,38.0,3.0,198.0,495.0
1874.FCS,606.0,80.0,335.0,85.0,310.0,716.0,0.0,297.0,157.0,201.0,5.0,1185.0,55.0,5.0,1.0,54.0,0.0,253.0,69.0,1037.0,197.0,73.0,136.0,54.0,328.0,825.0,823.0,929.0,250.0,1.0,20.0,913.0
1210.FCS,170.0,39.0,261.0,114.0,644.0,1574.0,92.0,164.0,560.0,59.0,90.0,887.0,246.0,24.0,56.0,377.0,11.0,158.0,77.0,493.0,269.0,78.0,75.0,55.0,136.0,952.0,396.0,242.0,398.0,36.0,146.0,1121.0
1274.FCS,564.0,236.0,207.0,147.0,730.0,920.0,98.0,307.0,322.0,186.0,139.0,746.0,242.0,38.0,151.0,157.0,16.0,439.0,125.0,256.0,234.0,178.0,62.0,59.0,198.0,1452.0,183.0,160.0,522.0,4.0,178.0,744.0
0146.FCS,634.0,150.0,115.0,64.0,627.0,275.0,37.0,1353.0,262.0,206.0,44.0,942.0,347.0,14.0,30.0,211.0,0.0,303.0,173.0,673.0,573.0,111.0,98.0,86.0,682.0,695.0,149.0,410.0,83.0,0.0,173.0,480.0
2482.FCS,739.0,374.0,119.0,19.0,396.0,122.0,108.0,1146.0,259.0,410.0,240.0,524.0,536.0,23.0,84.0,50.0,14.0,318.0,158.0,511.0,193.0,165.0,82.0,310.0,1263.0,707.0,38.0,364.0,92.0,3.0,399.0,234.0
0226.FCS,393.0,41.0,53.0,297.0,430.0,2551.0,48.0,318.0,568.0,70.0,87.0,599.0,157.0,25.0,116.0,159.0,15.0,171.0,58.0,391.0,617.0,150.0,403.0,38.0,249.0,975.0,156.0,84.0,185.0,20.0,162.0,414.0
1962.FCS,846.0,143.0,88.0,98.0,104.0,272.0,16.0,183.0,759.0,55.0,18.0,358.0,123.0,11.0,204.0,77.0,6.0,197.0,36.0,1146.0,183.0,67.0,169.0,174.0,1120.0,201.0,73.0,78.0,375.0,4.0,114.0,2702.0
2250.FCS,705.0,174.0,102.0,81.0,1084.0,306.0,44.0,886.0,196.0,147.0,116.0,853.0,280.0,26.0,117.0,24.0,0.0,270.0,165.0,764.0,549.0,107.0,141.0,160.0,957.0,635.0,107.0,391.0,124.0,0.0,187.0,302.0
0442.FCS,743.0,107.0,195.0,71.0,672.0,354.0,0.0,539.0,276.0,107.0,0.0,1288.0,157.0,0.0,36.0,117.0,1.0,132.0,57.0,923.0,389.0,44.0,82.0,72.0,772.0,388.0,359.0,301.0,314.0,1.0,28.0,1475.0
1354.FCS,631.0,1115.0,155.0,233.0,20.0,10.0,200.0,3.0,1516.0,34.0,234.0,361.0,141.0,21.0,5.0,953.0,7.0,23.0,47.0,1253.0,10.0,45.0,124.0,21.0,889.0,10.0,46.0,235.0,71.0,97.0,310.0,1180.0
1362.FCS,609.0,800.0,184.0,48.0,84.0,36.0,45.0,854.0,624.0,93.0,72.0,706.0,334.0,25.0,31.0,109.0,8.0,87.0,160.0,1351.0,101.0,274.0,145.0,168.0,1272.0,206.0,130.0,553.0,75.0,5.0,313.0,498.0
1986.FCS,817.0,208.0,40.0,1172.0,204.0,2121.0,4.0,364.0,3.0,38.0,14.0,244.0,2.0,101.0,80.0,1.0,25.0,127.0,242.0,307.0,385.0,315.0,578.0,70.0,246.0,986.0,132.0,109.0,472.0,281.0,1.0,311.0
2322.FCS,298.0,190.0,305.0,18.0,1954.0,854.0,34.0,910.0,169.0,121.0,66.0,492.0,78.0,5.0,45.0,101.0,0.0,166.0,185.0,150.0,816.0,86.0,45.0,55.0,110.0,1561.0,360.0,267.0,337.0,2.0,95.0,125.0
1114.FCS,972.0,70.0,354.0,304.0,207.0,167.0,6.0,1066.0,244.0,106.0,19.0,1126.0,281.0,8.0,10.0,109.0,0.0,99.0,174.0,858.0,277.0,188.0,244.0,67.0,639.0,415.0,287.0,609.0,182.0,2.0,115.0,795.0
1146.FCS,183.0,782.0,113.0,79.0,1787.0,630.0,15.0,247.0,90.0,117.0,11.0,1031.0,137.0,14.0,52.0,85.0,2.0,774.0,57.0,359.0,984.0,85.0,26.0,25.0,154.0,318.0,672.0,408.0,249.0,3.0,81.0,430.0
2194.FCS,643.0,150.0,80.0,47.0,429.0,391.0,32.0,1004.0,153.0,68.0,53.0,1160.0,465.0,19.0,42.0,29.0,3.0,68.0,151.0,975.0,416.0,73.0,158.0,189.0,1064.0,516.0,225.0,874.0,55.0,1.0,124.0,343.0
2178.FCS,903.0,85.0,82.0,501.0,148.0,633.0,45.0,893.0,535.0,172.0,90.0,190.0,352.0,28.0,43.0,536.0,0.0,508.0,408.0,314.0,250.0,271.0,799.0,159.0,347.0,956.0,50.0,67.0,81.0,12.0,264.0,278.0
2234.FCS,662.0,28.0,132.0,65.0,796.0,90.0,54.0,657.0,250.0,84.0,164.0,1679.0,22.0,7.0,48.0,133.0,0.0,52.0,104.0,1294.0,332.0,89.0,73.0,44.0,754.0,353.0,153.0,618.0,84.0,3.0,91.0,1085.0
2562.FCS,303.0,37.0,129.0,141.0,76.0,78.0,62.0,147.0,1744.0,46.0,67.0,564.0,758.0,21.0,6.0,198.0,41.0,43.0,131.0,1788.0,267.0,157.0,329.0,215.0,951.0,39.0,72.0,349.0,25.0,12.0,467.0,737.0
2018.FCS,358.0,206.0,111.0,157.0,680.0,435.0,33.0,462.0,374.0,125.0,173.0,1265.0,323.0,43.0,43.0,245.0,21.0,64.0,142.0,483.0,852.0,176.0,166.0,83.0,596.0,235.0,498.0,1041.0,34.0,41.0,397.0,138.0
1770.FCS,647.0,107.0,95.0,384.0,120.0,296.0,223.0,366.0,1235.0,35.0,235.0,79.0,443.0,136.0,8.0,561.0,84.0,147.0,862.0,393.0,91.0,985.0,307.0,471.0,134.0,417.0,97.0,203.0,519.0,48.0,104.0,168.0
2426.FCS,113.0,395.0,365.0,12.0,1803.0,381.0,51.0,222.0,857.0,128.0,89.0,624.0,69.0,7.0,95.0,98.0,2.0,402.0,40.0,688.0,1252.0,28.0,45.0,87.0,303.0,148.0,601.0,529.0,89.0,2.0,171.0,304.0
0034.FCS,278.0,19.0,59.0,531.0,414.0,983.0,95.0,388.0,566.0,92.0,186.0,393.0,241.0,15.0,153.0,452.0,3.0,52.0,230.0,218.0,260.0,155.0,225.0,53.0,101.0,2183.0,519.0,175.0,457.0,5.0,178.0,321.0
0050.FCS,400.0,364.0,140.0,1889.0,126.0,469.0,29.0,490.0,535.0,186.0,42.0,43.0,259.0,122.0,35.0,417.0,56.0,221.0,433.0,143.0,405.0,439.0,962.0,256.0,158.0,511.0,46.0,67.0,32.0,163.0,383.0,179.0
0066.FCS,28.0,149.0,2669.0,10.0,179.0,21.0,66.0,22.0,230.0,3078.0,76.0,122.0,477.0,7.0,8.0,283.0,1.0,541.0,10.0,46.0,49.0,9.0,5.0,5.0,19.0,35.0,1521.0,130.0,28.0,6.0,151.0,19.0
0202.FCS,208.0,393.0,2735.0,74.0,50.0,27.0,45.0,31.0,382.0,2407.0,105.0,185.0,747.0,16.0,22.0,123.0,11.0,177.0,90.0,273.0,75.0,37.0,133.0,108.0,286.0,12.0,264.0,356.0,44.0,6.0,441.0,137.0
0258.FCS,398.0,12.0,116.0,91.0,1079.0,54.0,33.0,1041.0,151.0,335.0,48.0,90.0,41.0,45.0,28.0,52.0,19.0,107.0,1362.0,19.0,211.0,516.0,58.0,478.0,122.0,2488.0,308.0,55.0,511.0,4.0,73.0,55.0
0290.FCS,580.0,9.0,11.0,29.0,1433.0,758.0,13.0,825.0,183.0,8.0,33.0,634.0,28.0,8.0,37.0,33.0,3.0,48.0,90.0,304.0,935.0,88.0,35.0,12.0,602.0,1702.0,187.0,170.0,960.0,12.0,48.0,182.0
0386.FCS,1312.0,8.0,43.0,129.0,100.0,125.0,12.0,686.0,269.0,60.0,35.0,854.0,6.0,38.0,10.0,163.0,4.0,38.0,1014.0,643.0,143.0,325.0,252.0,857.0,1455.0,240.0,164.0,383.0,166.0,0.0,75.0,391.0
0458.FCS,0.0,217.0,4347.0,1.0,55.0,43.0,31.0,13.0,141.0,2002.0,43.0,56.0,101.0,2.0,9.0,47.0,0.0,218.0,4.0,301.0,327.0,2.0,10.0,1.0,8.0,18.0,1381.0,568.0,1.0,1.0,30.0,22.0
0474.FCS,386.0,1638.0,466.0,159.0,52.0,23.0,33.0,43.0,813.0,513.0,96.0,157.0,852.0,27.0,16.0,163.0,3.0,240.0,162.0,665.0,173.0,225.0,172.0,128.0,669.0,29.0,175.0,807.0,45.0,22.0,929.0,119.0
0530.FCS,407.0,8.0,374.0,12.0,41.0,15.0,12.0,843.0,99.0,52.0,5.0,505.0,24.0,29.0,13.0,21.0,56.0,37.0,757.0,722.0,73.0,161.0,36.0,2022.0,1397.0,34.0,417.0,1689.0,16.0,2.0,65.0,56.0
0698.FCS,229.0,150.0,991.0,6.0,1010.0,162.0,102.0,247.0,902.0,1660.0,158.0,117.0,619.0,12.0,77.0,676.0,11.0,414.0,19.0,87.0,906.0,22.0,35.0,75.0,157.0,73.0,213.0,132.0,72.0,9.0,528.0,129.0
0706.FCS,986.0,0.0,274.0,92.0,24.0,18.0,5.0,555.0,182.0,53.0,3.0,681.0,141.0,18.0,7.0,209.0,12.0,31.0,1024.0,673.0,51.0,244.0,59.0,1016.0,1655.0,41.0,335.0,1170.0,72.0,1.0,101.0,267.0
0754.FCS,656.0,11.0,58.0,395.0,1516.0,726.0,2.0,240.0,12.0,176.0,29.0,828.0,10.0,6.0,5.0,12.0,0.0,133.0,111.0,132.0,1175.0,198.0,441.0,28.0,230.0,507.0,419.0,359.0,1465.0,0.0,12.0,108.0
0802.FCS,554.0,34.0,127.0,340.0,133.0,49.0,6.0,447.0,757.0,39.0,17.0,38.0,115.0,17.0,12.0,160.0,3.0,47.0,2840.0,84.0,91.0,921.0,146.0,944.0,245.0,495.0,70.0,94.0,986.0,23.0,120.0,46.0
0818.FCS,103.0,252.0,1383.0,475.0,208.0,478.0,142.0,136.0,501.0,277.0,123.0,90.0,573.0,132.0,157.0,382.0,3.0,353.0,331.0,283.0,197.0,541.0,160.0,94.0,74.0,564.0,441.0,235.0,358.0,12.0,772.0,170.0
0834.FCS,768.0,68.0,1162.0,205.0,241.0,307.0,6.0,683.0,67.0,423.0,12.0,196.0,25.0,32.0,39.0,66.0,7.0,137.0,919.0,128.0,299.0,798.0,153.0,756.0,247.0,753.0,781.0,106.0,393.0,0.0,45.0,178.0
0922.FCS,893.0,366.0,159.0,78.0,717.0,274.0,7.0,1136.0,137.0,158.0,50.0,348.0,35.0,19.0,238.0,35.0,42.0,524.0,312.0,343.0,340.0,149.0,229.0,509.0,598.0,1275.0,127.0,124.0,274.0,1.0,58.0,445.0
0930.FCS,344.0,102.0,595.0,94.0,49.0,79.0,47.0,103.0,666.0,125.0,72.0,329.0,58.0,2.0,2.0,134.0,14.0,174.0,40.0,2350.0,316.0,5.0,520.0,207.0,1581.0,13.0,479.0,838.0,21.0,2.0,28.0,611.0
1066.FCS,23.0,310.0,3837.0,271.0,97.0,358.0,0.0,182.0,179.0,1300.0,5.0,25.0,170.0,14.0,14.0,75.0,15.0,242.0,51.0,107.0,515.0,17.0,975.0,127.0,31.0,182.0,650.0,128.0,9.0,2.0,66.0,23.0
1202.FCS,35.0,14.0,3336.0,64.0,32.0,54.0,3.0,29.0,286.0,972.0,44.0,262.0,15.0,7.0,170.0,137.0,1.0,13.0,22.0,214.0,155.0,15.0,71.0,11.0,65.0,19.0,1474.0,2120.0,27.0,7.0,278.0,48.0
1314.FCS,153.0,1.0,220.0,30.0,160.0,205.0,0.0,158.0,161.0,46.0,7.0,580.0,105.0,3.0,4545.0,201.0,1.0,17.0,72.0,125.0,109.0,30.0,24.0,97.0,132.0,131.0,893.0,347.0,1021.0,0.0,26.0,400.0
1370.FCS,255.0,34.0,907.0,239.0,1016.0,460.0,11.0,305.0,139.0,1177.0,15.0,297.0,101.0,25.0,38.0,50.0,9.0,114.0,290.0,162.0,1296.0,227.0,152.0,139.0,191.0,371.0,1341.0,330.0,134.0,11.0,52.0,112.0
1386.FCS,838.0,209.0,52.0,153.0,855.0,305.0,20.0,621.0,303.0,223.0,57.0,664.0,38.0,22.0,925.0,154.0,1.0,200.0,836.0,217.0,360.0,114.0,205.0,297.0,457.0,681.0,268.0,258.0,284.0,20.0,177.0,186.0
1618.FCS,103.0,25.0,85.0,114.0,36.0,81.0,4.0,499.0,567.0,27.0,5.0,268.0,368.0,233.0,4.0,506.0,614.0,12.0,716.0,478.0,114.0,414.0,608.0,2412.0,262.0,182.0,108.0,625.0,18.0,0.0,394.0,118.0
1634.FCS,53.0,138.0,488.0,94.0,455.0,184.0,25.0,107.0,142.0,585.0,31.0,442.0,282.0,18.0,788.0,299.0,2.0,980.0,104.0,62.0,139.0,65.0,43.0,45.0,38.0,411.0,3220.0,220.0,209.0,51.0,138.0,142.0
1682.FCS,708.0,107.0,224.0,64.0,108.0,42.0,128.0,120.0,192.0,198.0,228.0,1719.0,39.0,6.0,156.0,270.0,0.0,126.0,128.0,635.0,44.0,51.0,36.0,85.0,1112.0,70.0,1604.0,1010.0,131.0,7.0,200.0,452.0
1746.FCS,303.0,14.0,683.0,95.0,90.0,103.0,38.0,391.0,615.0,86.0,46.0,256.0,92.0,109.0,201.0,170.0,66.0,22.0,462.0,849.0,369.0,326.0,374.0,1290.0,663.0,51.0,1137.0,427.0,140.0,5.0,122.0,405.0
1762.FCS,61.0,208.0,1193.0,189.0,11.0,7.0,13.0,13.0,926.0,160.0,18.0,209.0,1044.0,41.0,40.0,321.0,191.0,25.0,345.0,415.0,21.0,399.0,207.0,1427.0,127.0,8.0,736.0,1280.0,15.0,8.0,275.0,67.0
1810.FCS,32.0,564.0,1229.0,6.0,28.0,5.0,28.0,75.0,530.0,146.0,29.0,271.0,145.0,3.0,16.0,31.0,11.0,109.0,71.0,1228.0,38.0,32.0,23.0,265.0,434.0,9.0,510.0,3914.0,8.0,4.0,190.0,16.0
1882.FCS,270.0,749.0,1729.0,45.0,285.0,85.0,23.0,416.0,478.0,1268.0,135.0,243.0,479.0,19.0,138.0,735.0,0.0,474.0,62.0,214.0,153.0,40.0,28.0,11.0,121.0,397.0,304.0,430.0,97.0,16.0,431.0,125.0
1906.FCS,639.0,146.0,300.0,45.0,331.0,56.0,4.0,75.0,65.0,326.0,6.0,1332.0,31.0,3.0,16.0,81.0,1.0,403.0,82.0,1597.0,376.0,55.0,24.0,68.0,1315.0,30.0,397.0,1118.0,123.0,2.0,38.0,915.0
2082.FCS,51.0,891.0,837.0,36.0,52.0,28.0,91.0,171.0,2875.0,274.0,142.0,45.0,556.0,28.0,82.0,850.0,12.0,678.0,97.0,462.0,204.0,48.0,91.0,225.0,147.0,45.0,237.0,212.0,35.0,3.0,324.0,171.0
2090.FCS,143.0,2.0,1167.0,43.0,51.0,32.0,6.0,19.0,267.0,430.0,10.0,879.0,21.0,7.0,3.0,139.0,2.0,27.0,121.0,891.0,104.0,139.0,31.0,61.0,274.0,10.0,1796.0,3040.0,32.0,0.0,65.0,188.0
2146.FCS,271.0,27.0,90.0,120.0,82.0,521.0,34.0,1144.0,307.0,46.0,55.0,67.0,88.0,9.0,5.0,49.0,10.0,105.0,108.0,582.0,1246.0,39.0,3269.0,571.0,672.0,151.0,44.0,63.0,6.0,5.0,102.0,112.0
2274.FCS,54.0,306.0,1323.0,181.0,95.0,67.0,33.0,147.0,740.0,289.0,74.0,165.0,1477.0,27.0,14.0,667.0,8.0,434.0,450.0,199.0,171.0,223.0,44.0,281.0,32.0,238.0,1199.0,635.0,144.0,6.0,237.0,40.0
2386.FCS,46.0,1115.0,148.0,4.0,508.0,63.0,2.0,895.0,65.0,241.0,18.0,81.0,127.0,10.0,68.0,65.0,79.0,3763.0,24.0,147.0,956.0,22.0,346.0,642.0,98.0,53.0,179.0,43.0,46.0,0.0,54.0,92.0
2506.FCS,131.0,88.0,2474.0,369.0,117.0,297.0,32.0,105.0,188.0,217.0,55.0,175.0,143.0,76.0,318.0,193.0,1.0,107.0,409.0,314.0,151.0,509.0,107.0,151.0,76.0,273.0,1546.0,395.0,640.0,16.0,122.0,205.0
2602.FCS,126.0,770.0,1256.0,80.0,312.0,362.0,254.0,243.0,919.0,898.0,341.0,43.0,700.0,27.0,50.0,234.0,3.0,634.0,73.0,146.0,608.0,30.0,361.0,138.0,99.0,214.0,175.0,251.0,49.0,5.0,567.0,32.0
2690.FCS,73.0,31.0,25.0,28.0,79.0,38.0,14.0,753.0,631.0,23.0,15.0,84.0,538.0,18.0,2.0,518.0,517.0,151.0,170.0,187.0,349.0,39.0,252.0,4818.0,102.0,35.0,29.0,37.0,26.0,1.0,206.0,211.0
2714.FCS,54.0,142.0,391.0,600.0,438.0,1308.0,129.0,145.0,1378.0,288.0,214.0,74.0,616.0,82.0,46.0,491.0,20.0,562.0,64.0,239.0,841.0,99.0,537.0,46.0,53.0,439.0,166.0,130.0,45.0,74.0,213.0,76.0
2746.FCS,241.0,252.0,729.0,83.0,956.0,313.0,19.0,146.0,133.0,825.0,36.0,589.0,126.0,68.0,72.0,204.0,11.0,341.0,575.0,191.0,267.0,617.0,19.0,232.0,208.0,556.0,914.0,190.0,443.0,8.0,121.0,515.0
2778.FCS,786.0,8.0,148.0,118.0,4.0,10.0,37.0,43.0,622.0,22.0,25.0,828.0,103.0,7.0,21.0,567.0,19.0,11.0,193.0,1742.0,7.0,162.0,185.0,268.0,1523.0,1.0,279.0,1032.0,64.0,1.0,167.0,997.0
