,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1827.FCS,88.0,1382.0,159.0,161.0,90.0,39.0,1097.0,0.0,167.0,32.0,210.0,68.0,598.0,192.0,84.0,147.0,2.0,29.0,466.0,37.0,22.0,71.0,16.0,845.0,704.0,185.0,623.0,2186.0,32.0,200.0,36.0,32.0
0371.FCS,44.0,543.0,1278.0,844.0,112.0,2.0,818.0,9.0,83.0,386.0,80.0,96.0,32.0,60.0,52.0,341.0,74.0,816.0,577.0,451.0,35.0,1065.0,76.0,36.0,219.0,163.0,62.0,677.0,307.0,284.0,82.0,296.0
1499.FCS,290.0,104.0,761.0,358.0,615.0,89.0,187.0,13.0,77.0,115.0,365.0,151.0,533.0,91.0,238.0,390.0,1088.0,41.0,297.0,204.0,66.0,471.0,119.0,190.0,449.0,233.0,1278.0,410.0,97.0,347.0,144.0,189.0
2131.FCS,302.0,842.0,62.0,237.0,343.0,42.0,1327.0,0.0,160.0,78.0,102.0,398.0,662.0,326.0,147.0,161.0,47.0,9.0,935.0,49.0,158.0,152.0,55.0,804.0,1024.0,196.0,578.0,511.0,33.0,152.0,99.0,9.0
1563.FCS,56.0,122.0,245.0,293.0,41.0,71.0,767.0,1.0,220.0,78.0,281.0,1184.0,118.0,821.0,120.0,280.0,22.0,45.0,1602.0,254.0,390.0,172.0,92.0,644.0,432.0,242.0,446.0,329.0,398.0,34.0,99.0,101.0
0227.FCS,155.0,8.0,514.0,2.0,316.0,33.0,82.0,10.0,29.0,62.0,58.0,1493.0,84.0,247.0,1239.0,111.0,468.0,20.0,2381.0,45.0,407.0,154.0,14.0,42.0,691.0,127.0,771.0,140.0,144.0,81.0,56.0,16.0
1419.FCS,739.0,125.0,154.0,1013.0,662.0,117.0,1047.0,3.0,425.0,36.0,331.0,121.0,450.0,47.0,177.0,293.0,210.0,36.0,84.0,257.0,95.0,118.0,208.0,306.0,556.0,310.0,137.0,653.0,219.0,852.0,72.0,147.0
0723.FCS,150.0,1889.0,119.0,276.0,403.0,17.0,446.0,3.0,48.0,20.0,52.0,102.0,737.0,531.0,200.0,237.0,40.0,183.0,860.0,24.0,146.0,37.0,42.0,658.0,993.0,95.0,1113.0,235.0,157.0,150.0,18.0,19.0
1123.FCS,136.0,57.0,45.0,210.0,1212.0,689.0,881.0,0.0,151.0,44.0,162.0,241.0,473.0,63.0,213.0,145.0,4.0,9.0,813.0,30.0,190.0,70.0,37.0,124.0,1707.0,609.0,157.0,920.0,49.0,388.0,160.0,11.0
2587.FCS,137.0,148.0,195.0,394.0,283.0,38.0,86.0,3.0,48.0,70.0,49.0,1272.0,73.0,755.0,355.0,516.0,13.0,109.0,2025.0,97.0,176.0,141.0,37.0,104.0,276.0,155.0,886.0,107.0,516.0,775.0,78.0,83.0
1179.FCS,569.0,407.0,489.0,174.0,289.0,234.0,791.0,14.0,319.0,28.0,226.0,257.0,1042.0,74.0,323.0,527.0,84.0,44.0,134.0,107.0,35.0,114.0,31.0,582.0,256.0,221.0,966.0,1207.0,23.0,234.0,72.0,127.0
1931.FCS,396.0,15.0,565.0,99.0,433.0,29.0,311.0,11.0,19.0,73.0,77.0,1042.0,17.0,127.0,920.0,267.0,174.0,124.0,1167.0,98.0,646.0,224.0,18.0,11.0,276.0,117.0,536.0,205.0,1590.0,242.0,56.0,115.0
2515.FCS,191.0,181.0,190.0,48.0,234.0,41.0,1943.0,3.0,184.0,76.0,114.0,648.0,183.0,175.0,133.0,743.0,105.0,25.0,1001.0,67.0,96.0,204.0,136.0,268.0,740.0,130.0,702.0,1177.0,41.0,137.0,35.0,49.0
2707.FCS,578.0,8.0,168.0,150.0,331.0,127.0,572.0,1.0,78.0,81.0,219.0,733.0,135.0,357.0,489.0,460.0,141.0,10.0,832.0,98.0,668.0,95.0,90.0,145.0,826.0,630.0,726.0,513.0,390.0,160.0,122.0,67.0
1043.FCS,179.0,91.0,107.0,281.0,773.0,108.0,658.0,3.0,104.0,32.0,121.0,318.0,86.0,758.0,369.0,73.0,7.0,78.0,1888.0,93.0,153.0,54.0,17.0,228.0,411.0,290.0,770.0,777.0,651.0,406.0,70.0,46.0
1283.FCS,151.0,988.0,126.0,173.0,257.0,19.0,85.0,38.0,17.0,36.0,81.0,98.0,296.0,991.0,159.0,278.0,23.0,445.0,1654.0,92.0,198.0,121.0,51.0,365.0,639.0,269.0,909.0,151.0,708.0,365.0,133.0,84.0
1059.FCS,131.0,290.0,187.0,195.0,398.0,27.0,272.0,16.0,73.0,87.0,57.0,548.0,84.0,1466.0,275.0,187.0,9.0,107.0,1508.0,150.0,98.0,166.0,33.0,211.0,785.0,150.0,1909.0,131.0,49.0,281.0,26.0,94.0
0115.FCS,193.0,116.0,538.0,76.0,116.0,77.0,1382.0,0.0,128.0,35.0,493.0,356.0,167.0,83.0,90.0,602.0,52.0,83.0,929.0,123.0,188.0,237.0,25.0,214.0,290.0,60.0,92.0,2040.0,733.0,214.0,203.0,65.0
0651.FCS,222.0,1.0,169.0,28.0,515.0,19.0,101.0,2.0,9.0,9.0,11.0,1690.0,5.0,56.0,1163.0,260.0,144.0,6.0,1421.0,13.0,1136.0,41.0,4.0,12.0,168.0,33.0,286.0,77.0,2165.0,191.0,17.0,26.0
0563.FCS,85.0,345.0,266.0,190.0,464.0,70.0,691.0,1.0,181.0,45.0,100.0,349.0,305.0,985.0,254.0,190.0,37.0,72.0,890.0,54.0,274.0,110.0,43.0,835.0,413.0,105.0,1501.0,92.0,333.0,640.0,48.0,32.0
1019.FCS,214.0,960.0,273.0,145.0,192.0,68.0,510.0,0.0,178.0,53.0,158.0,65.0,1784.0,42.0,115.0,185.0,268.0,12.0,79.0,95.0,55.0,87.0,40.0,960.0,580.0,330.0,555.0,1549.0,41.0,208.0,138.0,61.0
0027.FCS,138.0,4.0,435.0,321.0,649.0,110.0,97.0,28.0,12.0,25.0,33.0,1587.0,40.0,60.0,2150.0,289.0,34.0,20.0,674.0,77.0,876.0,73.0,23.0,20.0,330.0,128.0,548.0,126.0,280.0,721.0,46.0,46.0
0155.FCS,82.0,1573.0,315.0,278.0,807.0,24.0,272.0,2.0,214.0,79.0,443.0,49.0,1472.0,76.0,165.0,75.0,102.0,44.0,128.0,48.0,47.0,180.0,26.0,869.0,233.0,332.0,155.0,1411.0,51.0,251.0,155.0,42.0
0547.FCS,277.0,1237.0,195.0,164.0,215.0,21.0,1438.0,3.0,165.0,46.0,177.0,199.0,501.0,122.0,96.0,408.0,8.0,124.0,609.0,54.0,105.0,121.0,19.0,1195.0,689.0,88.0,233.0,1056.0,111.0,225.0,45.0,54.0
1075.FCS,73.0,1868.0,87.0,130.0,255.0,25.0,576.0,3.0,72.0,22.0,88.0,146.0,959.0,398.0,181.0,229.0,75.0,40.0,844.0,86.0,41.0,45.0,13.0,778.0,1205.0,103.0,1170.0,207.0,39.0,171.0,24.0,47.0
1427.FCS,435.0,971.0,202.0,239.0,784.0,63.0,1360.0,2.0,160.0,29.0,107.0,110.0,551.0,646.0,70.0,107.0,18.0,107.0,537.0,57.0,123.0,78.0,10.0,1147.0,484.0,111.0,288.0,534.0,247.0,352.0,51.0,20.0
1003.FCS,187.0,37.0,754.0,264.0,80.0,116.0,1076.0,6.0,160.0,116.0,496.0,320.0,56.0,12.0,55.0,122.0,242.0,68.0,378.0,181.0,138.0,328.0,26.0,40.0,283.0,193.0,45.0,3841.0,36.0,91.0,172.0,81.0
2859.FCS,145.0,33.0,222.0,1246.0,23.0,10.0,303.0,0.0,39.0,260.0,60.0,1325.0,46.0,978.0,261.0,99.0,147.0,40.0,1161.0,144.0,527.0,275.0,373.0,92.0,207.0,43.0,493.0,129.0,1043.0,73.0,57.0,146.0
0035.FCS,212.0,614.0,308.0,141.0,59.0,152.0,264.0,2.0,53.0,55.0,152.0,156.0,2054.0,129.0,929.0,64.0,297.0,77.0,315.0,244.0,90.0,349.0,22.0,301.0,960.0,259.0,1101.0,439.0,73.0,19.0,42.0,68.0
0051.FCS,75.0,30.0,522.0,342.0,80.0,73.0,547.0,1495.0,56.0,189.0,263.0,263.0,70.0,221.0,222.0,70.0,275.0,49.0,1101.0,529.0,328.0,319.0,108.0,99.0,457.0,234.0,246.0,781.0,539.0,157.0,179.0,81.0
0067.FCS,140.0,41.0,393.0,378.0,708.0,4.0,7.0,20.0,4.0,72.0,4.0,66.0,21.0,205.0,3510.0,3567.0,10.0,21.0,49.0,53.0,21.0,160.0,28.0,28.0,127.0,26.0,98.0,10.0,29.0,65.0,29.0,106.0
0203.FCS,154.0,57.0,199.0,756.0,78.0,28.0,491.0,3015.0,195.0,74.0,134.0,108.0,32.0,1684.0,188.0,71.0,69.0,64.0,182.0,66.0,60.0,315.0,72.0,308.0,254.0,104.0,465.0,187.0,55.0,305.0,104.0,126.0
0259.FCS,63.0,2058.0,94.0,3.0,112.0,13.0,184.0,249.0,216.0,21.0,332.0,22.0,1495.0,469.0,127.0,25.0,57.0,616.0,146.0,48.0,12.0,85.0,3.0,1216.0,62.0,122.0,1734.0,210.0,45.0,14.0,116.0,31.0
0291.FCS,46.0,779.0,68.0,64.0,44.0,404.0,262.0,0.0,37.0,17.0,12.0,55.0,1279.0,512.0,159.0,8.0,43.0,4.0,107.0,30.0,385.0,26.0,17.0,1430.0,2133.0,749.0,1212.0,58.0,4.0,8.0,37.0,11.0
0387.FCS,58.0,270.0,232.0,34.0,31.0,1106.0,1007.0,0.0,1406.0,118.0,336.0,312.0,180.0,136.0,157.0,13.0,84.0,66.0,160.0,57.0,781.0,298.0,23.0,715.0,1051.0,569.0,32.0,488.0,53.0,4.0,221.0,2.0
0459.FCS,65.0,43.0,114.0,103.0,235.0,4.0,2.0,8226.0,2.0,5.0,0.0,32.0,3.0,524.0,45.0,70.0,13.0,222.0,17.0,31.0,4.0,62.0,3.0,68.0,4.0,7.0,24.0,2.0,51.0,2.0,2.0,15.0
0475.FCS,190.0,15.0,369.0,960.0,276.0,5.0,532.0,0.0,45.0,251.0,175.0,538.0,5.0,25.0,235.0,978.0,102.0,79.0,270.0,120.0,138.0,1151.0,198.0,27.0,82.0,24.0,12.0,368.0,675.0,1849.0,48.0,258.0
0531.FCS,37.0,838.0,27.0,71.0,115.0,19.0,893.0,0.0,1640.0,9.0,196.0,1457.0,26.0,1007.0,131.0,127.0,14.0,574.0,458.0,10.0,263.0,23.0,18.0,1041.0,163.0,25.0,41.0,49.0,677.0,4.0,44.0,3.0
0699.FCS,232.0,36.0,655.0,633.0,983.0,427.0,122.0,4.0,33.0,108.0,22.0,52.0,907.0,46.0,1075.0,1099.0,28.0,17.0,61.0,137.0,44.0,747.0,173.0,110.0,140.0,140.0,1208.0,325.0,32.0,134.0,52.0,218.0
0707.FCS,60.0,444.0,179.0,30.0,7.0,626.0,1563.0,0.0,1767.0,26.0,467.0,1348.0,51.0,196.0,138.0,98.0,46.0,257.0,400.0,82.0,260.0,72.0,6.0,747.0,345.0,33.0,11.0,376.0,265.0,0.0,61.0,39.0
0755.FCS,28.0,63.0,22.0,0.0,203.0,516.0,270.0,84.0,26.0,17.0,3.0,371.0,148.0,537.0,1220.0,41.0,13.0,11.0,250.0,3.0,378.0,29.0,3.0,457.0,2415.0,1706.0,684.0,222.0,167.0,2.0,107.0,4.0
0803.FCS,60.0,2600.0,243.0,46.0,25.0,38.0,356.0,0.0,1807.0,161.0,741.0,271.0,523.0,228.0,141.0,71.0,104.0,285.0,84.0,10.0,121.0,295.0,20.0,810.0,106.0,186.0,29.0,450.0,43.0,24.0,116.0,6.0
0819.FCS,312.0,579.0,170.0,518.0,447.0,99.0,113.0,0.0,85.0,243.0,497.0,488.0,379.0,269.0,522.0,1253.0,69.0,62.0,222.0,207.0,70.0,699.0,86.0,162.0,186.0,322.0,521.0,296.0,119.0,635.0,325.0,45.0
0835.FCS,26.0,738.0,23.0,44.0,165.0,1131.0,292.0,15.0,582.0,21.0,786.0,63.0,808.0,789.0,1081.0,381.0,21.0,257.0,252.0,13.0,10.0,40.0,31.0,374.0,335.0,131.0,614.0,732.0,102.0,100.0,33.0,10.0
0923.FCS,113.0,676.0,42.0,74.0,681.0,63.0,738.0,5.0,432.0,34.0,134.0,395.0,218.0,1418.0,223.0,287.0,48.0,136.0,1098.0,14.0,121.0,47.0,19.0,541.0,445.0,79.0,1061.0,300.0,241.0,276.0,34.0,7.0
0931.FCS,664.0,9.0,85.0,35.0,61.0,2.0,1290.0,0.0,37.0,8.0,8.0,3237.0,0.0,92.0,263.0,571.0,4.0,49.0,1162.0,6.0,297.0,47.0,5.0,3.0,30.0,0.0,3.0,210.0,1731.0,87.0,1.0,3.0
1067.FCS,21.0,485.0,205.0,82.0,192.0,28.0,226.0,3261.0,79.0,29.0,116.0,214.0,747.0,492.0,580.0,23.0,13.0,75.0,412.0,86.0,57.0,66.0,9.0,428.0,145.0,39.0,1389.0,122.0,235.0,55.0,27.0,62.0
1203.FCS,126.0,20.0,33.0,24.0,40.0,3.0,65.0,11.0,8.0,55.0,8.0,1777.0,3.0,167.0,1039.0,3551.0,36.0,24.0,116.0,139.0,2382.0,33.0,3.0,33.0,75.0,34.0,29.0,19.0,103.0,10.0,25.0,9.0
1315.FCS,32.0,634.0,101.0,64.0,25.0,12.0,1085.0,27.0,151.0,20.0,5.0,1234.0,16.0,1967.0,331.0,220.0,2.0,512.0,487.0,62.0,456.0,28.0,15.0,1579.0,371.0,0.0,84.0,36.0,428.0,5.0,3.0,8.0
1371.FCS,30.0,328.0,26.0,125.0,113.0,67.0,233.0,0.0,118.0,45.0,159.0,257.0,100.0,652.0,3910.0,940.0,25.0,54.0,354.0,21.0,83.0,40.0,61.0,262.0,736.0,205.0,602.0,231.0,140.0,29.0,37.0,17.0
1387.FCS,52.0,95.0,109.0,242.0,295.0,1934.0,290.0,5.0,885.0,73.0,317.0,332.0,1350.0,93.0,322.0,42.0,92.0,7.0,107.0,14.0,401.0,157.0,44.0,631.0,652.0,466.0,562.0,137.0,29.0,198.0,50.0,17.0
1619.FCS,393.0,875.0,153.0,171.0,16.0,30.0,239.0,1.0,346.0,25.0,449.0,552.0,8.0,407.0,41.0,155.0,97.0,2662.0,366.0,38.0,961.0,37.0,59.0,373.0,100.0,78.0,13.0,174.0,859.0,34.0,268.0,20.0
1635.FCS,54.0,397.0,219.0,205.0,1118.0,30.0,27.0,134.0,27.0,48.0,21.0,386.0,182.0,863.0,2470.0,1331.0,93.0,104.0,426.0,30.0,151.0,112.0,42.0,163.0,171.0,117.0,361.0,51.0,314.0,241.0,58.0,54.0
1683.FCS,328.0,279.0,109.0,135.0,155.0,1278.0,529.0,30.0,473.0,52.0,66.0,510.0,207.0,1234.0,657.0,83.0,193.0,58.0,126.0,211.0,331.0,146.0,24.0,1190.0,568.0,164.0,206.0,301.0,60.0,114.0,96.0,87.0
1747.FCS,177.0,160.0,262.0,363.0,37.0,12.0,705.0,9.0,282.0,86.0,150.0,467.0,5.0,594.0,352.0,1950.0,49.0,1378.0,476.0,221.0,93.0,201.0,34.0,22.0,77.0,113.0,28.0,337.0,1012.0,18.0,225.0,105.0
1763.FCS,153.0,609.0,892.0,695.0,39.0,17.0,130.0,526.0,1115.0,124.0,631.0,321.0,31.0,672.0,148.0,298.0,208.0,476.0,165.0,122.0,152.0,379.0,177.0,715.0,78.0,67.0,45.0,105.0,391.0,271.0,198.0,50.0
1811.FCS,80.0,22.0,190.0,180.0,172.0,190.0,529.0,0.0,220.0,11.0,24.0,2556.0,3.0,204.0,723.0,395.0,65.0,91.0,200.0,57.0,2072.0,153.0,14.0,73.0,393.0,33.0,11.0,25.0,682.0,586.0,26.0,20.0
1883.FCS,160.0,184.0,362.0,830.0,700.0,2.0,74.0,17.0,8.0,88.0,7.0,241.0,41.0,415.0,431.0,2730.0,97.0,91.0,274.0,283.0,434.0,195.0,100.0,191.0,219.0,72.0,214.0,64.0,152.0,889.0,51.0,384.0
1907.FCS,24.0,4.0,12.0,54.0,579.0,4131.0,1132.0,0.0,234.0,5.0,142.0,181.0,214.0,15.0,517.0,109.0,7.0,5.0,362.0,9.0,70.0,28.0,10.0,37.0,389.0,133.0,222.0,1012.0,218.0,126.0,13.0,6.0
2083.FCS,282.0,135.0,243.0,1249.0,1130.0,387.0,82.0,21.0,102.0,501.0,65.0,377.0,95.0,37.0,338.0,750.0,220.0,103.0,188.0,369.0,173.0,1090.0,329.0,56.0,111.0,118.0,152.0,92.0,34.0,705.0,96.0,370.0
2091.FCS,18.0,7.0,17.0,5.0,21.0,815.0,455.0,0.0,126.0,5.0,145.0,3642.0,4.0,0.0,1720.0,97.0,32.0,2.0,620.0,2.0,1272.0,20.0,2.0,3.0,700.0,42.0,11.0,171.0,6.0,2.0,31.0,7.0
2147.FCS,49.0,15.0,220.0,33.0,266.0,6059.0,656.0,3.0,657.0,62.0,85.0,184.0,62.0,245.0,129.0,85.0,44.0,17.0,277.0,26.0,81.0,88.0,14.0,104.0,136.0,21.0,62.0,89.0,167.0,20.0,16.0,28.0
2275.FCS,92.0,487.0,340.0,459.0,432.0,14.0,76.0,2.0,171.0,456.0,240.0,481.0,106.0,366.0,1885.0,567.0,229.0,156.0,361.0,48.0,167.0,1152.0,154.0,157.0,325.0,192.0,100.0,143.0,210.0,242.0,139.0,51.0
2387.FCS,84.0,184.0,59.0,151.0,4927.0,29.0,74.0,69.0,151.0,16.0,45.0,172.0,49.0,455.0,554.0,131.0,9.0,316.0,214.0,42.0,19.0,50.0,21.0,470.0,32.0,41.0,791.0,30.0,173.0,585.0,21.0,36.0
2507.FCS,142.0,288.0,120.0,167.0,71.0,1477.0,87.0,82.0,392.0,86.0,1169.0,221.0,2218.0,75.0,552.0,324.0,51.0,23.0,130.0,15.0,25.0,92.0,46.0,742.0,186.0,159.0,393.0,331.0,86.0,103.0,132.0,15.0
2603.FCS,665.0,151.0,540.0,736.0,680.0,134.0,241.0,1156.0,206.0,214.0,48.0,80.0,440.0,640.0,352.0,217.0,173.0,130.0,40.0,136.0,37.0,530.0,79.0,575.0,231.0,82.0,507.0,134.0,84.0,617.0,42.0,103.0
2691.FCS,49.0,324.0,409.0,441.0,208.0,252.0,234.0,0.0,1980.0,233.0,1057.0,22.0,987.0,46.0,99.0,21.0,268.0,27.0,143.0,92.0,15.0,253.0,96.0,334.0,135.0,579.0,660.0,470.0,13.0,45.0,410.0,98.0
2715.FCS,366.0,5.0,1233.0,1122.0,489.0,29.0,121.0,16.0,7.0,260.0,33.0,477.0,52.0,29.0,920.0,1136.0,72.0,23.0,803.0,116.0,125.0,334.0,117.0,7.0,437.0,200.0,588.0,196.0,178.0,250.0,64.0,195.0
2747.FCS,62.0,121.0,217.0,147.0,476.0,207.0,251.0,9.0,521.0,28.0,541.0,137.0,857.0,258.0,1393.0,482.0,63.0,18.0,173.0,94.0,57.0,86.0,33.0,215.0,547.0,475.0,1399.0,589.0,27.0,197.0,316.0,4.0
2779.FCS,282.0,77.0,39.0,57.0,32.0,240.0,2633.0,0.0,300.0,8.0,172.0,1032.0,2.0,69.0,48.0,66.0,13.0,476.0,1050.0,51.0,415.0,44.0,10.0,18.0,280.0,29.0,3.0,1344.0,1163.0,2.0,25.0,20.0
