,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0175.FCS,563.0,64.0,272.0,879.0,196.0,1019.0,135.0,464.0,1.0,5.0,100.0,159.0,729.0,93.0,103.0,368.0,3.0,464.0,112.0,65.0,182.0,268.0,198.0,21.0,86.0,19.0,226.0,1354.0,1669.0,88.0,65.0,30.0
2239.FCS,161.0,68.0,31.0,466.0,477.0,240.0,146.0,772.0,2.0,28.0,105.0,109.0,1152.0,79.0,11.0,589.0,64.0,110.0,5.0,57.0,736.0,573.0,731.0,170.0,33.0,21.0,1246.0,425.0,1022.0,70.0,203.0,98.0
0199.FCS,179.0,453.0,67.0,314.0,108.0,44.0,333.0,899.0,33.0,37.0,358.0,358.0,130.0,372.0,54.0,1585.0,77.0,76.0,4.0,133.0,580.0,597.0,339.0,34.0,77.0,29.0,29.0,192.0,526.0,348.0,1261.0,374.0
1223.FCS,61.0,73.0,500.0,200.0,501.0,133.0,74.0,1140.0,57.0,88.0,71.0,167.0,211.0,49.0,28.0,1217.0,247.0,85.0,28.0,110.0,1114.0,426.0,452.0,108.0,384.0,10.0,508.0,63.0,1030.0,170.0,428.0,267.0
2303.FCS,64.0,167.0,607.0,373.0,91.0,33.0,746.0,943.0,371.0,5.0,73.0,303.0,737.0,69.0,24.0,365.0,0.0,79.0,29.0,49.0,444.0,698.0,594.0,28.0,148.0,11.0,126.0,35.0,555.0,358.0,1001.0,874.0
0343.FCS,12.0,292.0,288.0,272.0,138.0,31.0,928.0,433.0,141.0,12.0,155.0,84.0,532.0,82.0,65.0,190.0,19.0,40.0,7.0,68.0,283.0,425.0,542.0,129.0,326.0,14.0,20.0,16.0,275.0,3188.0,628.0,365.0
0079.FCS,304.0,18.0,648.0,207.0,288.0,564.0,116.0,354.0,48.0,12.0,41.0,169.0,1054.0,169.0,144.0,333.0,2.0,270.0,8.0,27.0,595.0,260.0,318.0,44.0,188.0,11.0,1245.0,542.0,1785.0,38.0,129.0,69.0
1191.FCS,164.0,151.0,655.0,802.0,258.0,796.0,129.0,362.0,107.0,18.0,125.0,72.0,605.0,305.0,429.0,469.0,2.0,381.0,35.0,458.0,630.0,609.0,236.0,101.0,922.0,19.0,430.0,99.0,195.0,202.0,89.0,145.0
0327.FCS,161.0,508.0,79.0,511.0,71.0,20.0,899.0,1123.0,19.0,18.0,266.0,219.0,487.0,141.0,23.0,527.0,144.0,34.0,10.0,72.0,222.0,859.0,978.0,105.0,53.0,15.0,108.0,203.0,355.0,270.0,1034.0,466.0
1591.FCS,253.0,78.0,602.0,357.0,663.0,513.0,87.0,337.0,123.0,171.0,74.0,108.0,358.0,411.0,646.0,280.0,110.0,212.0,25.0,228.0,731.0,696.0,215.0,259.0,1048.0,22.0,436.0,136.0,251.0,372.0,76.0,122.0
0503.FCS,126.0,548.0,343.0,642.0,227.0,62.0,802.0,355.0,257.0,88.0,789.0,217.0,173.0,300.0,112.0,186.0,206.0,197.0,58.0,156.0,132.0,254.0,321.0,260.0,224.0,204.0,19.0,10.0,111.0,2196.0,304.0,121.0
0911.FCS,33.0,265.0,348.0,48.0,89.0,131.0,252.0,458.0,91.0,32.0,119.0,123.0,658.0,204.0,107.0,70.0,40.0,142.0,5.0,25.0,1061.0,177.0,2183.0,76.0,416.0,22.0,113.0,7.0,863.0,250.0,910.0,682.0
2319.FCS,62.0,43.0,162.0,627.0,934.0,729.0,51.0,788.0,180.0,12.0,23.0,15.0,113.0,75.0,188.0,1004.0,256.0,163.0,26.0,571.0,855.0,462.0,35.0,18.0,461.0,6.0,1276.0,13.0,330.0,295.0,102.0,125.0
1455.FCS,187.0,561.0,80.0,377.0,203.0,129.0,633.0,1074.0,4.0,25.0,198.0,319.0,443.0,112.0,9.0,446.0,4.0,125.0,51.0,30.0,357.0,596.0,810.0,174.0,16.0,41.0,216.0,575.0,601.0,178.0,1072.0,354.0
0111.FCS,28.0,63.0,111.0,167.0,150.0,852.0,154.0,285.0,366.0,5.0,82.0,42.0,713.0,1139.0,245.0,240.0,4.0,110.0,13.0,64.0,260.0,133.0,479.0,38.0,730.0,26.0,1738.0,42.0,1411.0,89.0,145.0,76.0
0023.FCS,57.0,78.0,386.0,541.0,321.0,90.0,361.0,821.0,126.0,19.0,47.0,113.0,456.0,65.0,58.0,854.0,147.0,127.0,36.0,162.0,1132.0,1319.0,471.0,23.0,327.0,18.0,200.0,117.0,401.0,401.0,420.0,306.0
0679.FCS,85.0,28.0,306.0,363.0,881.0,800.0,49.0,162.0,73.0,21.0,83.0,96.0,670.0,351.0,168.0,371.0,136.0,222.0,52.0,278.0,511.0,443.0,466.0,69.0,891.0,23.0,1688.0,167.0,262.0,231.0,24.0,30.0
0743.FCS,259.0,610.0,169.0,239.0,165.0,18.0,745.0,804.0,20.0,118.0,499.0,142.0,198.0,232.0,73.0,270.0,76.0,99.0,51.0,137.0,427.0,509.0,501.0,85.0,215.0,232.0,20.0,451.0,309.0,347.0,1038.0,942.0
1935.FCS,189.0,75.0,286.0,533.0,506.0,553.0,153.0,274.0,199.0,70.0,88.0,75.0,362.0,166.0,347.0,584.0,88.0,149.0,3.0,403.0,626.0,307.0,328.0,206.0,844.0,18.0,1604.0,63.0,272.0,429.0,55.0,145.0
1343.FCS,125.0,105.0,768.0,291.0,46.0,747.0,333.0,379.0,149.0,64.0,156.0,82.0,1542.0,79.0,682.0,15.0,0.0,146.0,62.0,36.0,331.0,110.0,932.0,136.0,802.0,67.0,38.0,177.0,1089.0,81.0,195.0,235.0
1671.FCS,160.0,209.0,632.0,114.0,47.0,247.0,267.0,223.0,71.0,129.0,82.0,285.0,1001.0,30.0,337.0,94.0,37.0,122.0,28.0,55.0,174.0,162.0,1984.0,324.0,755.0,21.0,485.0,557.0,772.0,80.0,383.0,133.0
0215.FCS,31.0,82.0,242.0,186.0,1836.0,127.0,16.0,912.0,85.0,25.0,62.0,66.0,125.0,73.0,47.0,1011.0,56.0,93.0,27.0,197.0,1293.0,345.0,264.0,56.0,294.0,10.0,824.0,107.0,850.0,227.0,126.0,305.0
1327.FCS,198.0,180.0,536.0,685.0,508.0,611.0,236.0,429.0,151.0,38.0,72.0,51.0,282.0,662.0,315.0,672.0,98.0,278.0,19.0,642.0,895.0,917.0,86.0,148.0,92.0,28.0,236.0,46.0,162.0,231.0,220.0,276.0
2663.FCS,97.0,228.0,448.0,465.0,1213.0,325.0,54.0,586.0,61.0,120.0,198.0,78.0,65.0,342.0,111.0,674.0,2.0,143.0,13.0,333.0,1610.0,735.0,109.0,55.0,354.0,34.0,95.0,198.0,329.0,285.0,154.0,486.0
1175.FCS,79.0,190.0,386.0,171.0,188.0,62.0,228.0,767.0,75.0,13.0,53.0,137.0,800.0,107.0,252.0,305.0,11.0,72.0,4.0,67.0,1468.0,866.0,595.0,168.0,361.0,13.0,412.0,33.0,844.0,167.0,500.0,606.0
2415.FCS,10.0,278.0,257.0,398.0,130.0,365.0,695.0,588.0,337.0,10.0,334.0,196.0,1607.0,308.0,102.0,131.0,0.0,70.0,1.0,101.0,220.0,253.0,1696.0,64.0,251.0,53.0,104.0,5.0,429.0,343.0,338.0,326.0
1159.FCS,62.0,32.0,265.0,216.0,673.0,941.0,15.0,576.0,63.0,14.0,39.0,96.0,320.0,436.0,65.0,545.0,76.0,157.0,9.0,64.0,697.0,188.0,98.0,37.0,99.0,12.0,2032.0,3.0,1806.0,133.0,79.0,152.0
1279.FCS,68.0,412.0,232.0,60.0,183.0,23.0,139.0,709.0,20.0,54.0,307.0,81.0,191.0,196.0,87.0,189.0,131.0,177.0,5.0,78.0,1214.0,239.0,926.0,105.0,406.0,57.0,72.0,219.0,593.0,487.0,1004.0,1336.0
1287.FCS,99.0,192.0,128.0,328.0,478.0,420.0,20.0,1049.0,164.0,9.0,150.0,94.0,18.0,772.0,126.0,1405.0,117.0,175.0,6.0,451.0,949.0,178.0,220.0,69.0,285.0,60.0,847.0,37.0,465.0,276.0,132.0,281.0
2351.FCS,109.0,392.0,54.0,139.0,150.0,92.0,427.0,396.0,1.0,13.0,308.0,98.0,1310.0,207.0,9.0,32.0,3.0,122.0,47.0,20.0,245.0,115.0,2466.0,18.0,60.0,36.0,39.0,351.0,656.0,1041.0,563.0,481.0
0223.FCS,479.0,109.0,879.0,118.0,54.0,276.0,234.0,109.0,26.0,23.0,54.0,139.0,1417.0,315.0,312.0,41.0,40.0,441.0,9.0,64.0,345.0,63.0,961.0,61.0,199.0,33.0,129.0,1097.0,1191.0,69.0,224.0,489.0
0799.FCS,105.0,181.0,257.0,505.0,597.0,640.0,61.0,906.0,99.0,14.0,182.0,57.0,104.0,341.0,103.0,1403.0,2.0,116.0,27.0,463.0,758.0,290.0,436.0,276.0,112.0,18.0,424.0,40.0,700.0,451.0,134.0,198.0
1711.FCS,16.0,131.0,81.0,668.0,662.0,145.0,151.0,897.0,134.0,10.0,78.0,42.0,213.0,992.0,57.0,965.0,39.0,109.0,33.0,262.0,1400.0,1125.0,88.0,8.0,66.0,27.0,36.0,13.0,336.0,330.0,317.0,569.0
2815.FCS,49.0,36.0,560.0,23.0,88.0,255.0,20.0,77.0,120.0,35.0,457.0,17.0,246.0,3268.0,223.0,31.0,15.0,48.0,18.0,12.0,227.0,32.0,87.0,44.0,776.0,261.0,1209.0,80.0,691.0,302.0,40.0,653.0
2599.FCS,76.0,950.0,570.0,109.0,74.0,187.0,467.0,333.0,40.0,22.0,422.0,47.0,378.0,405.0,151.0,38.0,0.0,84.0,91.0,55.0,295.0,64.0,559.0,96.0,1175.0,121.0,15.0,287.0,478.0,193.0,487.0,1731.0
1095.FCS,14.0,445.0,271.0,328.0,194.0,165.0,262.0,722.0,219.0,14.0,356.0,132.0,758.0,157.0,88.0,596.0,6.0,124.0,79.0,150.0,471.0,705.0,1013.0,38.0,171.0,71.0,217.0,20.0,1058.0,525.0,426.0,205.0
0455.FCS,120.0,315.0,385.0,50.0,101.0,43.0,555.0,419.0,37.0,39.0,97.0,181.0,771.0,68.0,226.0,37.0,95.0,100.0,15.0,48.0,699.0,279.0,1267.0,70.0,678.0,20.0,50.0,195.0,727.0,292.0,900.0,1121.0
1855.FCS,128.0,140.0,361.0,211.0,929.0,369.0,25.0,732.0,53.0,49.0,215.0,44.0,92.0,358.0,144.0,738.0,63.0,129.0,8.0,150.0,1249.0,263.0,361.0,124.0,551.0,41.0,583.0,201.0,528.0,798.0,92.0,271.0
0039.FCS,65.0,523.0,278.0,31.0,389.0,2.0,312.0,487.0,39.0,95.0,28.0,122.0,11.0,24.0,181.0,272.0,0.0,35.0,7.0,46.0,1422.0,477.0,6.0,190.0,802.0,0.0,4.0,219.0,8.0,35.0,1691.0,2199.0
0055.FCS,165.0,164.0,405.0,303.0,343.0,273.0,109.0,236.0,101.0,24.0,190.0,298.0,346.0,339.0,117.0,463.0,49.0,893.0,47.0,380.0,305.0,335.0,1043.0,55.0,679.0,38.0,741.0,454.0,526.0,332.0,131.0,116.0
0071.FCS,13.0,35.0,519.0,11.0,4761.0,13.0,6.0,104.0,7.0,17.0,13.0,4.0,2.0,52.0,46.0,193.0,1.0,2177.0,5.0,209.0,375.0,101.0,2.0,133.0,466.0,2.0,8.0,134.0,4.0,482.0,78.0,27.0
0207.FCS,54.0,25.0,408.0,87.0,2964.0,235.0,149.0,46.0,137.0,23.0,104.0,90.0,390.0,267.0,94.0,49.0,15.0,1593.0,85.0,316.0,184.0,168.0,467.0,112.0,957.0,25.0,86.0,165.0,120.0,541.0,20.0,24.0
0263.FCS,49.0,455.0,66.0,28.0,490.0,1.0,560.0,81.0,365.0,40.0,134.0,148.0,26.0,12.0,41.0,67.0,0.0,44.0,2.0,53.0,1229.0,78.0,26.0,89.0,258.0,16.0,2.0,224.0,45.0,128.0,610.0,4633.0
0295.FCS,59.0,372.0,86.0,208.0,180.0,0.0,120.0,1176.0,0.0,46.0,115.0,15.0,0.0,5.0,15.0,2178.0,0.0,10.0,33.0,145.0,791.0,1972.0,1.0,54.0,10.0,3.0,0.0,149.0,2.0,39.0,1481.0,735.0
0391.FCS,1632.0,491.0,20.0,909.0,110.0,6.0,1196.0,818.0,68.0,19.0,154.0,768.0,6.0,6.0,119.0,1027.0,0.0,31.0,7.0,157.0,91.0,1133.0,14.0,41.0,23.0,62.0,3.0,182.0,19.0,168.0,672.0,48.0
0463.FCS,128.0,2.0,73.0,71.0,3362.0,2.0,6.0,39.0,4.0,44.0,3.0,0.0,0.0,328.0,50.0,278.0,0.0,2667.0,0.0,1312.0,254.0,326.0,0.0,40.0,104.0,2.0,0.0,111.0,1.0,778.0,6.0,9.0
0479.FCS,399.0,82.0,460.0,288.0,382.0,163.0,115.0,78.0,109.0,11.0,70.0,141.0,316.0,1971.0,742.0,160.0,5.0,524.0,12.0,634.0,23.0,192.0,255.0,77.0,1921.0,11.0,42.0,193.0,270.0,321.0,25.0,8.0
0535.FCS,578.0,144.0,81.0,1187.0,66.0,3.0,2101.0,207.0,210.0,13.0,58.0,261.0,8.0,6.0,120.0,1026.0,1.0,31.0,11.0,1388.0,90.0,1648.0,3.0,14.0,56.0,11.0,1.0,18.0,12.0,198.0,435.0,14.0
0703.FCS,147.0,155.0,932.0,14.0,1334.0,12.0,74.0,64.0,29.0,76.0,44.0,57.0,43.0,72.0,171.0,51.0,5.0,764.0,7.0,76.0,1234.0,70.0,355.0,234.0,1412.0,17.0,7.0,100.0,27.0,676.0,132.0,1609.0
0711.FCS,2894.0,30.0,142.0,793.0,54.0,220.0,134.0,86.0,531.0,5.0,8.0,478.0,29.0,1.0,2233.0,480.0,0.0,85.0,104.0,1041.0,1.0,128.0,17.0,19.0,185.0,2.0,132.0,70.0,63.0,8.0,27.0,0.0
0759.FCS,180.0,1174.0,23.0,683.0,565.0,38.0,99.0,2311.0,202.0,6.0,526.0,178.0,14.0,5.0,178.0,812.0,0.0,25.0,1.0,489.0,661.0,970.0,8.0,11.0,35.0,11.0,19.0,4.0,55.0,190.0,271.0,256.0
0807.FCS,366.0,890.0,114.0,117.0,104.0,2.0,1695.0,298.0,36.0,2.0,132.0,1111.0,47.0,63.0,78.0,542.0,0.0,226.0,3.0,128.0,126.0,317.0,32.0,7.0,68.0,13.0,1.0,485.0,26.0,61.0,2858.0,52.0
0823.FCS,227.0,422.0,1221.0,61.0,553.0,22.0,77.0,193.0,33.0,102.0,436.0,73.0,24.0,334.0,408.0,602.0,7.0,1069.0,90.0,690.0,565.0,244.0,63.0,288.0,404.0,212.0,7.0,271.0,56.0,454.0,624.0,168.0
0839.FCS,165.0,181.0,93.0,202.0,1226.0,44.0,364.0,487.0,559.0,31.0,117.0,817.0,78.0,82.0,59.0,1297.0,1.0,833.0,13.0,282.0,417.0,817.0,172.0,23.0,29.0,17.0,81.0,66.0,153.0,120.0,1135.0,39.0
0927.FCS,351.0,94.0,42.0,508.0,545.0,176.0,151.0,651.0,45.0,13.0,88.0,153.0,393.0,227.0,77.0,1337.0,266.0,142.0,21.0,292.0,806.0,527.0,693.0,5.0,70.0,21.0,819.0,72.0,498.0,598.0,210.0,109.0
0935.FCS,4943.0,6.0,46.0,426.0,344.0,7.0,148.0,51.0,38.0,6.0,0.0,193.0,5.0,91.0,1195.0,696.0,0.0,377.0,4.0,618.0,2.0,502.0,0.0,100.0,25.0,1.0,1.0,94.0,5.0,65.0,10.0,1.0
1071.FCS,133.0,39.0,151.0,126.0,2447.0,17.0,14.0,137.0,196.0,16.0,18.0,52.0,1.0,339.0,355.0,579.0,0.0,2293.0,13.0,1453.0,398.0,257.0,2.0,13.0,221.0,9.0,4.0,4.0,9.0,634.0,44.0,26.0
1207.FCS,103.0,23.0,6.0,740.0,1354.0,3023.0,37.0,230.0,2.0,24.0,14.0,16.0,81.0,10.0,9.0,243.0,260.0,643.0,4.0,388.0,42.0,379.0,10.0,11.0,10.0,4.0,2061.0,134.0,84.0,25.0,24.0,6.0
1319.FCS,155.0,34.0,50.0,217.0,108.0,17.0,555.0,258.0,9.0,5285.0,3.0,13.0,43.0,3.0,48.0,409.0,32.0,32.0,3.0,163.0,236.0,1243.0,45.0,58.0,91.0,4.0,35.0,83.0,25.0,31.0,642.0,70.0
1375.FCS,51.0,236.0,178.0,401.0,3506.0,239.0,74.0,854.0,74.0,26.0,126.0,77.0,101.0,41.0,38.0,641.0,0.0,815.0,4.0,290.0,649.0,645.0,193.0,22.0,55.0,10.0,72.0,41.0,242.0,111.0,150.0,38.0
1391.FCS,38.0,1038.0,150.0,176.0,128.0,1.0,1129.0,593.0,4.0,1086.0,104.0,54.0,6.0,176.0,10.0,116.0,4.0,42.0,8.0,24.0,608.0,490.0,17.0,71.0,118.0,15.0,1.0,476.0,10.0,285.0,1267.0,1755.0
1623.FCS,1793.0,266.0,302.0,923.0,43.0,11.0,264.0,237.0,1064.0,3.0,148.0,799.0,0.0,33.0,1523.0,849.0,0.0,128.0,25.0,842.0,22.0,230.0,8.0,14.0,174.0,96.0,2.0,71.0,12.0,24.0,82.0,12.0
1639.FCS,104.0,47.0,269.0,72.0,1422.0,18.0,41.0,313.0,33.0,1075.0,80.0,46.0,14.0,195.0,59.0,414.0,4.0,95.0,24.0,105.0,2387.0,867.0,22.0,46.0,318.0,24.0,14.0,118.0,99.0,1147.0,320.0,208.0
1687.FCS,435.0,449.0,98.0,461.0,212.0,16.0,1408.0,581.0,10.0,337.0,58.0,58.0,20.0,118.0,124.0,394.0,2.0,70.0,6.0,175.0,612.0,1893.0,131.0,275.0,77.0,6.0,2.0,452.0,14.0,155.0,1099.0,252.0
1751.FCS,448.0,89.0,548.0,160.0,588.0,58.0,408.0,87.0,1172.0,252.0,96.0,348.0,26.0,35.0,1103.0,444.0,0.0,1259.0,123.0,1099.0,159.0,377.0,9.0,88.0,592.0,79.0,12.0,31.0,100.0,59.0,126.0,25.0
1767.FCS,209.0,129.0,497.0,284.0,489.0,1.0,1022.0,116.0,906.0,37.0,7.0,728.0,11.0,211.0,205.0,749.0,0.0,316.0,45.0,1078.0,62.0,855.0,5.0,34.0,1656.0,13.0,0.0,212.0,11.0,32.0,74.0,6.0
1815.FCS,94.0,67.0,244.0,780.0,462.0,3.0,525.0,389.0,133.0,16.0,32.0,12.0,10.0,517.0,32.0,966.0,0.0,117.0,3.0,1892.0,129.0,2544.0,15.0,69.0,367.0,8.0,1.0,99.0,6.0,167.0,250.0,51.0
1887.FCS,263.0,44.0,969.0,212.0,787.0,238.0,14.0,245.0,14.0,109.0,39.0,23.0,18.0,941.0,300.0,452.0,144.0,1966.0,87.0,497.0,288.0,219.0,36.0,73.0,275.0,27.0,86.0,637.0,177.0,676.0,85.0,59.0
1911.FCS,66.0,194.0,50.0,678.0,360.0,101.0,1621.0,569.0,415.0,13.0,52.0,573.0,145.0,71.0,29.0,413.0,1.0,91.0,1.0,253.0,510.0,1356.0,139.0,12.0,15.0,6.0,29.0,26.0,292.0,579.0,1003.0,337.0
2087.FCS,951.0,12.0,872.0,28.0,206.0,8.0,195.0,13.0,195.0,78.0,22.0,119.0,7.0,1171.0,609.0,291.0,0.0,1239.0,57.0,368.0,41.0,72.0,2.0,206.0,1473.0,12.0,1.0,1097.0,11.0,560.0,56.0,28.0
2095.FCS,2507.0,63.0,7.0,1696.0,40.0,41.0,1064.0,473.0,22.0,9.0,35.0,518.0,36.0,6.0,55.0,1327.0,0.0,8.0,8.0,209.0,7.0,1383.0,11.0,16.0,1.0,10.0,18.0,98.0,39.0,28.0,264.0,1.0
2151.FCS,651.0,15.0,118.0,1211.0,63.0,56.0,985.0,257.0,196.0,5.0,1.0,188.0,76.0,23.0,66.0,842.0,0.0,97.0,6.0,764.0,107.0,3387.0,7.0,62.0,225.0,1.0,11.0,125.0,53.0,126.0,263.0,13.0
2279.FCS,29.0,450.0,911.0,78.0,1038.0,4.0,106.0,225.0,158.0,11.0,145.0,134.0,10.0,227.0,98.0,1210.0,0.0,169.0,98.0,819.0,417.0,833.0,8.0,60.0,1667.0,20.0,1.0,130.0,9.0,464.0,408.0,63.0
2391.FCS,288.0,39.0,180.0,63.0,635.0,14.0,42.0,53.0,187.0,73.0,38.0,50.0,14.0,2059.0,513.0,207.0,0.0,1016.0,40.0,332.0,171.0,127.0,21.0,27.0,128.0,8.0,21.0,0.0,36.0,3530.0,37.0,51.0
2511.FCS,112.0,217.0,166.0,66.0,966.0,31.0,172.0,115.0,210.0,140.0,63.0,720.0,8.0,103.0,145.0,1152.0,1.0,1216.0,28.0,1571.0,262.0,409.0,18.0,113.0,281.0,11.0,7.0,252.0,32.0,123.0,1035.0,255.0
2607.FCS,58.0,134.0,987.0,93.0,834.0,138.0,381.0,110.0,39.0,53.0,31.0,54.0,31.0,539.0,140.0,100.0,2.0,795.0,45.0,469.0,569.0,386.0,14.0,603.0,1068.0,9.0,16.0,371.0,18.0,755.0,459.0,699.0
2695.FCS,323.0,177.0,876.0,271.0,346.0,8.0,363.0,259.0,1355.0,12.0,40.0,1046.0,57.0,49.0,387.0,1219.0,0.0,30.0,52.0,509.0,383.0,493.0,42.0,29.0,720.0,8.0,15.0,43.0,160.0,343.0,356.0,29.0
2719.FCS,77.0,137.0,1683.0,48.0,602.0,140.0,26.0,288.0,201.0,106.0,37.0,131.0,2.0,203.0,197.0,812.0,4.0,933.0,55.0,197.0,787.0,219.0,7.0,254.0,1404.0,29.0,44.0,380.0,57.0,439.0,299.0,202.0
2751.FCS,154.0,807.0,208.0,107.0,1345.0,1.0,478.0,335.0,172.0,77.0,193.0,587.0,0.0,372.0,70.0,518.0,2.0,471.0,13.0,155.0,1376.0,464.0,15.0,58.0,183.0,46.0,6.0,83.0,15.0,352.0,822.0,515.0
2783.FCS,2684.0,41.0,63.0,910.0,40.0,36.0,814.0,141.0,1042.0,24.0,3.0,1023.0,4.0,4.0,1238.0,638.0,0.0,20.0,22.0,462.0,19.0,305.0,2.0,83.0,61.0,1.0,1.0,37.0,11.0,36.0,234.0,1.0
